"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"DigiTimes"	"Exclusive: Geckos bets on AI materials beyond nano copper powders and CPO waveguides"	"As generative AI drives rapid growth in high-performance computing (HPC) demand, the semiconductor industry is shifting from process-node competition to materials competition. Geckos chairman Raymond Shen said that once chip manufacturing advances to 2nm and beyond, improvements in AI computing power are no longer just"	"Semiconductor, AI"	"2026-07-07"	"https://www.digitimes.com/news/a20260707PD222/copper-nanomaterial-cpo-hpc-growth.html"
"2"	"Tech in Asia"	"Chinese firms see domestic AI chip budgets at 46%: survey"	"Bloomberg Intelligence said Nvidia’s market share in China could shrink as its H20 chips became harder to find and local suppliers gained ground."	"AI, Semiconductor"	"2026-07-07"	"https://www.techinasia.com/huawei-expects-2026-ai-chip-revenue-hit-12b"
"3"	"Channel NewsAsia"	"Synopsys to cut chip fab manufacturing control software in shift to AI design, sources say"	"Synopsys to cut chip fab manufacturing control software in shift to AI design, sources say"	"AI, Semiconductor"	"2026-07-07"	"https://www.channelnewsasia.com/business/synopsys-cut-chip-fab-manufacturing-control-software-in-shift-ai-design-sources-say-6237371"
"4"	"Channel NewsAsia"	"How Taiwan's whisky industry is challenging Scotland and Japan on the global stage"	"In the first of a three-part series on Taiwan beyond semiconductors, CNA explores how the island's whisky industry is helping elevate its global standing."	"Semiconductor"	"2026-07-07"	"https://www.channelnewsasia.com/east-asia/taiwan-whisky-production-climate-kavalan-semiconductors-6235341"
"5"	"DigiTimes"	"Microsoft AI data center faces Wisconsin lawsuit over noise and light pollution"	"Microsoft's US$7.3 billion Fairwater AI data center in Wisconsin is facing a class-action lawsuit from nearby residents over alleged noise, light pollution, dust and heavy truck traffic. The complaint, filed on July 1, centers on the Sturtevant and Mount Pleasant areas and highlights growing community concerns around l"	"AI"	"2026-07-07"	"https://www.digitimes.com/news/a20260707PD225/microsoft-data-center-lawsuit-wisconsin-pollution.html"
"6"	"Channel NewsAsia"	"US firms remain committed to Singapore, but rising costs could affect future investment: AmCham CEO"	"Dr Lei Hsien-Hsien, CEO of the American Chamber of Commerce in Singapore, tells CNA that artificial intelligence and hiring challenges are also reshaping how companies decide where to invest."	"AI"	"2026-07-07"	"https://www.channelnewsasia.com/singapore/amcham-ceo-us-firms-committed-singapore-rising-costs-affect-future-investment-6237071"
"7"	"Tech in Asia"	"South Korea launches $917m AI program"	"The ministry plans to invest a combined 1.4 trillion won (US$917 million) over five years in the two projects."	"AI"	"2026-07-07"	"https://www.techinasia.com/ai-related-jobs-in-singapore-pay-at-least-32-more-pwc"
"8"	"Tech in Asia"	"How the escalating AI token costs force new Accel funding rules"	"Accel partner Arun Mathew argues that AI agents are becoming the new distribution channel, deciding which tools win before humans even weigh in."	"AI"	"2026-07-07"	"https://www.techinasia.com/why-ai-agents-are-forcing-a-security-tools-consolidation"
"9"	"DigiTimes"	"Japanese startup completes AI chip validation with Oppstar and UMC support, moves toward mass production"	"Tokyo Artisan Intelligence said it has finished validating its Sting Ray test chip, a step that could broaden access to lower-power edge AI hardware for industries worldwide. The milestone highlights how startups and foundries are pushing specialized chips that may ease energy pressure from AI, even as they support rea"	"AI, Semiconductor"	"2026-07-07"	"https://www.digitimes.com/news/a20260707PR201/startup-production-ai-chip-umc-design.html"
"10"	"EE Times Asia"	"AI Inference Pushes Memory Beyond DRAM and HBM"	"Growing AI inference workloads are exposing memory capacity limitations, driving interest in high-bandwidth flash as a scalable alternative. The post AI Inference Pushes Memory Beyond DRAM and HBM appeared first on EE Times Asia ."	"AI"	"2026-07-07"	"https://www.eetasia.com/ai-inference-pushes-memory-beyond-dram-and-hbm/"
