"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"TSMC explores new AI chip packaging with Kinsus"	"TSMC mainly uses CoWoS, or Chip-on-Wafer-on-Substrate, to package high-end AI processors, including chips for customers such as Nvidia and AMD."	"AI, Semiconductor"	"2026-07-31"	"https://www.techinasia.com/tsmc-build-3-packaging-plants-chiayi"
"2"	"Tech in Asia"	"Fidelity leads $300m round for chip startup Xsight Labs"	"Xsight said demand for AI and cloud connectivity helped drive the funding round."	"AI, Semiconductor"	"2026-07-31"	"https://www.techinasia.com/starlink-chooses-israeli-chip-firm-for-satellite-network"
"3"	"Channel NewsAsia"	"Catalan leader looks to Singapore's housing model as he deepens Asia ties"	"Catalan President Salvador Illa says Singapore's public housing model offers lessons for Europe, as he seeks closer economic cooperation in logistics, technology, agri-food and air connectivity."	"Logistics"	"2026-07-31"	"https://www.channelnewsasia.com/singapore/catalonia-president-salvador-illa-visits-singapore-interview-asia-cooperation-6290016"
"4"	"DigiTimes"	"Memory shortages deepen as prices climb into the second half of 2026"	"Memory shortages are tightening across the supply chain, and higher contract prices are set to ripple through global electronics markets. With DRAM lead times stretching and suppliers holding firm, buyers of servers, PCs, and mobile devices may face more cost pressure, even as end-market demand remains uneven worldwide"	"Electronics, Logistics"	"2026-07-31"	"https://www.digitimes.com/news/a20260731PD211/2026-supply-chain-dram-demand-market.html"
"5"	"Tech in Asia"	"Morgan Stanley in talks on $15b Texas AI financing"	"Nexus Data Centers' Hubbard project includes 600 megawatts of on-site natural gas generation."	"AI"	"2026-07-31"	"https://www.techinasia.com/blackstone-softbank-said-to-eye-investment-in-indian-ai-startup"
"6"	"DigiTimes"	"Shanghai rises as China's lithography hub, powered by SMEE, Huawei and rising DUV rivals"	"China's lithography equipment sector has returned to the global semiconductor spotlight following reports that a domestically developed immersion deep ultraviolet (DUV) system has entered mass production."	"Semiconductor"	"2026-07-31"	"https://www.digitimes.com/news/a20260731PD213/equipment-duv-huawei-shanghai-smee.html"
"7"	"DigiTimes"	"Kioxia begins sampling 1TB 3D flash memory for AI devices"	"Kioxia has begun shipping samples of 1TB triple-level cell memory devices built with its 9th-generation BiCS FLASH 3D flash memory technology. The move signals faster, lower-cost storage options for AI-enabled PCs and smartphones, while also underscoring broader supply-chain developments that may shape device performan"	"AI"	"2026-07-31"	"https://www.digitimes.com/news/a20260731PR201/kioxia-technology-flash-3d-performance.html"
"8"	"Channel NewsAsia"	"Volatile South Korean shares soar on renewed semiconductor buying"	"Volatile South Korean shares soar on renewed semiconductor buying"	"Semiconductor"	"2026-07-31"	"https://www.channelnewsasia.com/business/volatile-south-korean-shares-soar-renewed-semiconductor-buying-6290006"
"9"	"Nikkei Asia"	"Calbee's chip sales show why color matters in food packaging"	"Calbee's chip sales show why color matters in food packaging"	"Semiconductor"	""	"https://asia.nikkei.com/business/food-beverage/calbee-s-chip-sales-show-why-color-matters-in-food-packaging"
"10"	"Nikkei Asia"	"Global M&A deals reach record $2.8tn in 1st half amid fight for AI lead"	"Global M&A deals reach record $2.8tn in 1st half amid fight for AI lead"	"AI"	""	"https://asia.nikkei.com/business/business-trends/global-m-a-deals-reach-record-2.8tn-in-1st-half-amid-fight-for-ai-lead"
"11"	"Nikkei Asia"	"Quake damage at Japan auto parts maker ripples through massive supply chain"	"Quake damage at Japan auto parts maker ripples through massive supply chain"	"Logistics"	""	"https://asia.nikkei.com/spotlight/supply-chain/quake-damage-at-japan-auto-parts-maker-ripples-through-massive-supply-chain"
