"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"EE Times Asia"	"VIPS-TC Students Move OpenPOWER CPU Design from RTL to Fabricated Silicon"	"VIPS-TC students achieve fabricated silicon milestone, demonstrating India's growing capabilities in academic semiconductor design and hardware innovation. The post VIPS-TC Students Move OpenPOWER CPU Design from RTL to Fabricated Silicon appeared first on EE Times Asia ."	"Semiconductor"	"2026-08-28"	"https://www.eetasia.com/vips-tc-students-move-openpower-cpu-design-from-rtl-to-fabricated-silicon/"
"2"	"Tech in Asia"	"SoftBank-backed Noah Medical plans $100m Hong Kong IPO"	"Noah plans to sell more surgical robots in top-tier and emerging mainland cities, including Hangzhou."	"Automation"	"2026-08-28"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"3"	"Semiconductor Engineering"	"Chip Industry Week in Review"	"Hot Chips AI HW wave; HBM vs HBC; capacity buildout; Infineon's latest buy; advanced packaging enablers; foundry report; ASIC security threats; IC tariffs; executive changes; Nvidia, Synopsys earnings; dependence on Taiwan; wafer-scale 2D semiconductors. The post Chip Industry Week in Review appeared first on Semicondu"	"Semiconductor, AI"	"2026-08-28"	"https://semiengineering.com/chip-industry-week-in-review-153/"
"4"	"DigiTimes"	"AI packaging race heats up: Taiwan OSATs plan US$14.6 billion capex"	"The AI investment cycle is spreading from leading-edge wafer fabrication into semiconductor packaging and testing, with Taiwan's largest outsourced semiconductor assembly and test (OSAT) providers preparing a fresh round of capacity expansion."	"Semiconductor, AI"	"2026-08-28"	"https://www.digitimes.com/news/a20260828PD224/king-yuan-ase-powertech-capex-investment-packaging-testing-taiwan.html"
"5"	"DigiTimes"	"US still pinning down AI approach as plans for self-regulating body reportedly stall"	"Progress has reportedly stalled on an executive order draft circulating within the Trump administration about a public-private organization to supervise the release of AI models. While the White House is still figuring out its approach to regulating AI, it is also considering a ban on Chinese open models despite outcry"	"AI"	"2026-08-28"	"https://www.digitimes.com/news/a20260828VL212/usa-ai-regulation-ban.html"
"6"	"DigiTimes"	"China memory catch-up broadens: YMTC closes in on SK Hynix NAND share, CXMT advances DRAM tech"	"China's memory-chip industry is narrowing parts of the technology gap with global leaders on two fronts. YMTC is approaching SK Hynix in NAND revenue share while running a more advanced layer mix, and CXMT is moving deeper into DRAM process technology with mass-produced high-k materials and a broader HBM roadmap."	"Semiconductor"	"2026-08-28"	"https://www.digitimes.com/news/a20260828VL214/nand-dram-technology-sk-hynix-cxmt.html"
"7"	"Channel NewsAsia"	"South Korea's export boom seen sustained in August on strong chip demand: Reutser Poll"	"South Korea's export boom seen sustained in August on strong chip demand: Reutser Poll"	"Semiconductor"	"2026-08-28"	"https://www.channelnewsasia.com/business/south-koreas-export-boom-seen-sustained-in-august-strong-chip-demand-reutser-poll-6347121"
"8"	"Electronics Weekly"	"Kioxia looking to invest $31.4bn as Hynix mulls closer ties"	"Kioxia and SanDisk plan to invest $31.4 billion on new NAND capacity in the next six years said Kioxia CEO Hiroo Ota yesterday. The company intends to invest $11.3 billion […] The post Kioxia looking to invest $31.4bn as Hynix mulls closer ties appeared first on Electronics Weekly ."	"Electronics"	"2026-08-28"	"https://www.electronicsweekly.com/news/business/kioxia-looking-to-invest-31-4bn-as-hynix-mulls-closer-ties-2026-08/"
"9"	"Tech in Asia"	"Indian data center operator Yotta eyes $900m IPO"	"Hiranandani said Yotta runs India’s largest cluster of Nvidia chips and expects to reach 400 megawatts of capacity over the next 12 to 18 months."	"Semiconductor"	"2026-08-28"	"https://www.techinasia.com/temasekbacked-stt-gdc-weighs-500m-india-ipo"
"10"	"Tech in Asia"	"Who’s investing in India’s biotech startups?"	"We've compiled a list of investors pouring money into India’s biotech startups."	"Biotechnology"	"2026-08-28"	"https://www.techinasia.com/whos-investing-indias-biotech-startups"
