"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"OpenAI tightens access to advanced AI models"	"Individuals can verify their identity and request access, while organizations can apply for team access to defensive cybersecurity work."	"AI"	"2026-07-13"	"https://www.techinasia.com/openai-broadcom-unveil-inference-chip"
"2"	"DigiTimes"	"Apple reportedly accelerates AI chip roadmap as next-gen Macs prioritize neural processing"	"Apple is reshaping its Mac chip roadmap to prioritize AI, accelerating development of future processors as the company seeks to strengthen its position in the AI era."	"AI, Semiconductor"	"2026-07-13"	"https://www.digitimes.com/news/a20260713VL206/apple-ai-chip-roadmap-development.html"
"3"	"DigiTimes"	"Weekly news roundup: TSMC widens AI chip lead as HBM and CoWoS bottlenecks reshape supply chains"	"AI demand is still outrunning advanced semiconductor capacity, putting foundry output, HBM supply, packaging and server infrastructure at the centre of this week's tech agenda."	"Semiconductor, AI, Logistics"	"2026-07-13"	"https://www.digitimes.com/news/a20260713VL204/tsmc-cowos-capacity-hbm-weekly-news-roundup.html"
"4"	"DigiTimes"	"China's Nvidia H200 pivot reveals why CUDA still rules AI"	"China is preparing to allow a limited number of Nvidia H200 AI accelerators into the country, giving Alibaba, ByteDance, and DeepSeek access to advanced computing power while preserving Beijing's broader campaign for semiconductor self-reliance."	"Semiconductor, AI"	"2026-07-13"	"https://www.digitimes.com/news/a20260713VL205/nvidia-beijing-market-software-chips.html"
"5"	"EE Times Asia"	"Rigaku Strengthens Global Semiconductor Metrology Service Support with New Osaka Training Center"	"Rigaku launched a dedicated Osaka training center to strengthen global field service capabilities for semiconductor metrology systems. The post Rigaku Strengthens Global Semiconductor Metrology Service Support with New Osaka Training Center appeared first on EE Times Asia ."	"Semiconductor"	"2026-07-13"	"https://www.eetasia.com/rigaku-strengthens-global-semiconductor-metrology-service-support-with-new-osaka-training-center/"
"6"	"EE Times Asia"	"Apple Expands Broadcom Partnership with $30B Commitment for US-made Wireless Chips"	"Apple will invest over $30 billion with Broadcom to expand U.S. production of custom wireless silicon technologies. The post Apple Expands Broadcom Partnership with $30B Commitment for US-made Wireless Chips appeared first on EE Times Asia ."	"Semiconductor"	"2026-07-13"	"https://www.eetasia.com/apple-expands-broadcom-partnership-with-30b-commitment-for-us-made-wireless-chips/"
"7"	"EE Times Asia"	"Longsys Reaches 1M Monthly mSSD Output to Support Expanding Edge AI Storage Demand"	"Longsys achieved one million monthly mSSD production capacity, supporting scalable, high-performance storage for next-generation edge AI devices. The post Longsys Reaches 1M Monthly mSSD Output to Support Expanding Edge AI Storage Demand appeared first on EE Times Asia ."	"AI"	"2026-07-13"	"https://www.eetasia.com/longsys-reaches-1m-monthly-mssd-output-to-support-expanding-edge-ai-storage-demand/"
"8"	"Tech in Asia"	"Bank of Korea sees AI-driven chip upcycle lasting"	"The Bank of Korea said this cycle differs from past ones because companies are investing in anticipation of broader industry changes from AI."	"Semiconductor"	"2026-07-13"	"https://www.techinasia.com/samsung-electronics-spending-hits-257b-2025"
"9"	"Tech in Asia"	"How Ninja Van evolved its tech stack for SEA’s logistics demands"	"To keep pace with rising expectations, Ninja Van worked with partners such as Huawei Cloud to build more resilient architecture."	"Logistics"	"2026-07-13"	"https://www.techinasia.com/ninja-van-evolved-tech-stack-seas-logistics-demands"
"10"	"Channel NewsAsia"	"Meta to put AI chip into production in September as it looks to double computing capacity, memo shows"	"Meta to put AI chip into production in September as it looks to double computing capacity, memo shows"	"AI, Semiconductor"	"2026-07-13"	"https://www.channelnewsasia.com/business/meta-put-ai-chip-production-in-september-it-looks-double-computing-capacity-memo-shows-6243856"
"11"	"Channel NewsAsia"	"Samsung Electronics to advance start of chip factory in Yongin to 2029"	"Samsung Electronics to advance start of chip factory in Yongin to 2029"	"Electronics, Semiconductor"	"2026-07-13"	"https://www.channelnewsasia.com/business/samsung-electronics-advance-start-chip-factory-in-yongin-2029-6249836"
"12"	"Channel NewsAsia"	"SK Hynix sinks after NASDAQ debut amid profit-taking, easing earnings optimism"	"The South Korean chip giant plunged more than 10 per cent on Monday (Jul 13)."	"Semiconductor"	"2026-07-13"	"https://www.channelnewsasia.com/east-asia/sk-hynix-sinks-after-nasdaq-debut-kospi-south-korea-6249841"
"13"	"Nikkei Asia"	"Indian companies look to Chinese LLMs as AI costs bite"	"Indian companies look to Chinese LLMs as AI costs bite"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/indian-companies-look-to-chinese-llms-as-ai-costs-bite"
