"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"DigiTimes"	"China wafer champion turns to US$1.6b overhaul to stop losses"	"National Silicon Industry Group, China's leading 12-inch silicon wafer maker, has announced a CNY11.45 billion (US$1.6 billion) capital injection into its core subsidiary Shanghai Xinsheng Semiconductor Technology, in a restructuring aimed at easing losses in its wafer business."	"Semiconductor"	"2026-06-24"	"https://www.digitimes.com/news/a20260624PD231/nsig-shanghai-12-inch-wafer-silicon-wafer.html"
"2"	"DigiTimes"	"Phison says NAND shortage has no end in sight as orders are booked into 2Q27"	"Phison Electronics CEO Khein-seng Pua said the NAND flash market is facing a supply crunch with ""no end in sight,"" as AI continues to crowd out memory capacity and push storage demand higher."	"Electronics, AI"	"2026-06-24"	"https://www.digitimes.com/news/a20260623PD236/phison-nand-ceo-2026-market.html"
"3"	"DigiTimes"	"Nvidia and AWS deepen push to simplify AI infrastructure at scale"	"Nvidia and Amazon Web Services (AWS) are expanding tools that could make it easier for companies worldwide to build and run large-scale AI systems. The changes aim to improve speed, lower costs, and reduce operational complexity across inference, search, and training, which could influence how global enterprises deploy"	"AI"	"2026-06-24"	"https://www.digitimes.com/news/a20260624PR201/nvidia-aws-ai-inference-infrastructure.html"
"4"	"Channel NewsAsia"	"Micron and Qualcomm forecasts ignite $400 billion AI chip stock rally"	"Micron and Qualcomm forecasts ignite $400 billion AI chip stock rally"	"AI"	"2026-06-24"	"https://www.channelnewsasia.com/business/micron-and-qualcomm-forecasts-ignite-400-billion-ai-chip-stock-rally-6208296"
"5"	"Channel NewsAsia"	"Commentary: Can WeChat become China’s killer AI app?"	"If Tencent can manage it, China’s killer AI app won’t need to be built from scratch, says Catherine Thorbecke for Bloomberg Opinion."	"AI"	"2026-06-24"	"https://www.channelnewsasia.com/commentary/wechat-china-ai-app-assistant-tencent-6206501"
"6"	"Tech in Asia"	"Mapping the trailblazing startups in Australia’s AI sector"	"Mapping Australia's AI sector: Key players, top investors, and funding insights in one report."	"AI"	"2026-06-24"	"https://www.techinasia.com/visual-story/mapping-trailblazing-startups-australias-ai-sector"
"7"	"Tech in Asia"	"Zhipu AI considers mega Hong Kong share sale"	"The company raised US$558 million in its initial public offering at HK$116.2 (US$15) per share."	"AI"	"2026-06-24"	"https://www.techinasia.com/zhipu-ais-formula-for-surviving-chinas-tech-market"
"8"	"Tech in Asia"	"SoftBank starts mass production of AI robots"	"The products would be officially released soon, as it pushed deeper into what it calls physical AI."	"AI, Automation"	"2026-06-24"	"https://www.techinasia.com/softbank-launch-ai-gpu-cloud-october-2026"
"9"	"EE Times Asia"	"15 Startups Selected for Qualcomm AI Program for Innovators 2026 – APAC"	"Qualcomm has shortlisted 15 startups to advance in the Qualcomm AI Program for Innovators (QAIPI) 2026. The post 15 Startups Selected for Qualcomm AI Program for Innovators 2026 – APAC appeared first on EE Times Asia ."	"AI"	"2026-06-24"	"https://www.eetasia.com/15-startups-selected-for-qualcomm-ai-program-for-innovators-2026-apac/"
"10"	"EE Times Asia"	"MKS Opens Penang Supercenter Factory to Support Growing Semiconductor Equipment Demand"	"New Penang facility expands semiconductor equipment production capacity while supporting supply chain resilience and local employment. The post MKS Opens Penang Supercenter Factory to Support Growing Semiconductor Equipment Demand appeared first on EE Times Asia ."	"Semiconductor"	"2026-06-24"	"https://www.eetasia.com/mks-opens-penang-supercenter-factory-to-support-growing-semiconductor-equipment-demand/"
"11"	"EE Times Asia"	"DigiKey Sponsors AIoT Design Challenge 2026"	"The AIoT Design Challenge 2026 aims to foster innovation at the intersection of AI and the Internet of Things. The post DigiKey Sponsors AIoT Design Challenge 2026 appeared first on EE Times Asia ."	"AI"	"2026-06-23"	"https://www.eetasia.com/digikey-sponsors-aiot-design-challenge-2026/"
"12"	"Nikkei Asia"	"SoftBank's Son says calling AI a bubble is 'blasphemy'"	"SoftBank's Son says calling AI a bubble is 'blasphemy'"	"AI"	""	"https://asia.nikkei.com/business/softbank/softbank-s-son-says-calling-ai-a-bubble-is-blasphemy"
"13"	"Nikkei Asia"	"Blackstone to invest $30bn in Japan AI data centers: president"	"Blackstone to invest $30bn in Japan AI data centers: president"	"AI"	""	"https://asia.nikkei.com/editor-s-picks/interview/blackstone-to-invest-30bn-in-japan-ai-data-centers-president"
"14"	"Nikkei Asia"	"SoftBank to build AI servers at old Sharp plant starting in fiscal 2027"	"SoftBank to build AI servers at old Sharp plant starting in fiscal 2027"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/softbank-to-build-ai-servers-at-old-sharp-plant-starting-in-fiscal-2027"
"15"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"16"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"17"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
