"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"In US, EU mutual interest for Europe to use best AI models, von der Leyen says"	"In US, EU mutual interest for Europe to use best AI models, von der Leyen says"	"AI"	"2026-06-17"	"https://www.channelnewsasia.com/business/in-us-eu-mutual-interest-europe-use-best-ai-models-von-der-leyen-says-6190421"
"2"	"Channel NewsAsia"	"'Unprecedented' AI buildout drove Singapore's sharpest non-oil exports surge in over two decades: Analysts"	"Electronics exports nearly doubled in May, with analysts pointing to a concentrated surge in hyperscaler capital spending as the primary driver."	"Electronics, AI"	"2026-06-17"	"https://www.channelnewsasia.com/singapore/ai-exports-artificial-intelligence-infrastructure-6190011"
"3"	"DigiTimes"	"Commentary: US delays DeepSeek blacklist, exposing AI export-control dilemma"	"The US has held back from adding Chinese AI startup DeepSeek, memory chipmaker CXMT, and more than 100 other entities to a key trade blacklist, underscoring Washington's struggle to balance national security controls with a broader effort to contain tensions with Beijing."	"AI"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL216/deepseek-cxmt-entity-list-security-usa.html"
"4"	"DigiTimes"	"US AI export crackdown on Anthropic sparks global push for sovereign AI"	"A letter dated June 12 from US Commerce Secretary Howard Lutnick to Anthropic CEO Dario Amodei marked the most aggressive federal regulatory intervention targeting a leading generative AI firm to date, as Bloomberg confirmed."	"AI"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL200/anthropic-usa-ai-regulation-canada-eu.html"
"5"	"DigiTimes"	"Nvidia Vera CPU strains LPDDR supply as AI servers tap phone memory"	"Nvidia is expected to surpass Apple and Samsung Electronics' mobile division to become the world's top buyer of LPDDR, as AI servers and AI PCs pull low-power memory beyond smartphones, MoneyToday reported, citing electronics industry sources."	"Electronics, AI"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL219/nvidia-cpu-apple-capacity-samsung.html"
"6"	"Electronics Weekly"	"FRAM scaled to 22nm"	"FRAM has been scaled to the 22nm manufacturing node using an innovative 3D capacitor architecture. By vertically integrating ferroelectric capacitors made from hafnium zirconium oxide (HZO) thin films, CEA-Leti researchers ... The post FRAM scaled to 22nm appeared first on Electronics Weekly ."	"Electronics"	"2026-06-17"	"https://www.electronicsweekly.com/news/business/fram-scaled-to-22nm-2026-06/"
"7"	"EE Times Asia"	"Polymatech Opens Singapore Manufacturing Hub for LED Packaging and Memory Module Assembly"	"Polymatech is establishing a regional production base supporting opto-electronics, advanced packaging, and computing applications. The post Polymatech Opens Singapore Manufacturing Hub for LED Packaging and Memory Module Assembly appeared first on EE Times Asia ."	"Electronics"	"2026-06-17"	"https://www.eetasia.com/polymatech-opens-singapore-manufacturing-hub-for-led-packaging-and-memory-module-assembly/"
"8"	"EE Times Asia"	"How Agentic AI Will Transform IC Design Productivity"	"Cadence outlines how AI-driven automation can help the industry manage unprecedented chip design complexity. The post How Agentic AI Will Transform IC Design Productivity appeared first on EE Times Asia ."	"AI, Automation"	"2026-06-17"	"https://www.eetasia.com/how-agentic-ai-will-transform-ic-design-productivity/"
"9"	"EE Times Asia"	"Infineon Highlights USB Advances for AI PCs, Embedded Vision, and Edge Computing"	"USB connectivity innovations address growing bandwidth, latency, and signal integrity demands across AI-driven applications. The post Infineon Highlights USB Advances for AI PCs, Embedded Vision, and Edge Computing appeared first on EE Times Asia ."	"AI"	"2026-06-16"	"https://www.eetasia.com/infineon-highlights-usb-advances-for-ai-pcs-embedded-vision-and-edge-computing/"
"10"	"Nikkei Asia"	"Asian streaming services go big on microdramas and AI content"	"Asian streaming services go big on microdramas and AI content"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/asian-streaming-services-go-big-on-microdramas-and-ai-content"
"11"	"Nikkei Asia"	"Chinese electronics maker Longcheer bets on US growth"	"Chinese electronics maker Longcheer bets on US growth"	"Electronics"	""	"https://asia.nikkei.com/spotlight/supply-chain/chinese-electronics-maker-longcheer-bets-on-us-growth"
"12"	"Nikkei Asia"	"NTT hoped to lead optical data networks. AI and Nvidia changed that"	"NTT hoped to lead optical data networks. AI and Nvidia changed that"	"AI"	""	"https://asia.nikkei.com/business/technology/ntt-hoped-to-lead-optical-data-networks.-ai-and-nvidia-changed-that"
"13"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"14"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"15"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
