"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"EE Times Asia"	"EdgeCortix, Kawasaki Team Up on AI Computing for Future Aerial Defense Systems"	"Multi-year collaboration combines Kawasaki’s aerospace expertise with EdgeCortix’s chiplet-based edge AI computing and software technologies. The post EdgeCortix, Kawasaki Team Up on AI Computing for Future Aerial Defense Systems appeared first on EE Times Asia ."	"AI, Semiconductor"	"2026-09-08"	"https://www.eetasia.com/edgecortix-kawasaki-team-up-on-ai-computing-for-future-aerial-defense-systems/"
"2"	"EE Times Asia"	"SEEQC Taps Taiwan’s Semiconductor Ecosystem to Expand Quantum Computing Supply Chain"	"SEEQC and Taiwan's quantum technology office will explore development, manufacturing and commercialization partnerships across the quantum ecosystem. The post SEEQC Taps Taiwan’s Semiconductor Ecosystem to Expand Quantum Computing Supply Chain appeared first on EE Times Asia ."	"Semiconductor, Logistics"	"2026-09-08"	"https://www.eetasia.com/seeqc-taps-taiwans-semiconductor-ecosystem-to-expand-quantum-computing-supply-chain/"
"3"	"Channel NewsAsia"	"Japan manufacturers' mood hits near 5-year high on semiconductor demand: Reuters poll"	"Japan manufacturers' mood hits near 5-year high on semiconductor demand: Reuters poll"	"Semiconductor"	"2026-09-08"	"https://www.channelnewsasia.com/business/japan-manufacturers-mood-hits-near-5-year-high-semiconductor-demand-reuters-poll-6371221"
"4"	"EE Times Asia"	"DRAM Industry Revenue Up 60% QoQ in 2Q 2026"	"Growing demand for AI servers has driven higher shipments of HBM3e, LPDDR5X, and high-capacity RDIMMS, according to TrendForce. The post DRAM Industry Revenue Up 60% QoQ in 2Q 2026 appeared first on EE Times Asia ."	"AI"	"2026-09-08"	"https://www.eetasia.com/dram-industry-revenue-up-60-qoq-in-2q-2026/"
"5"	"Channel NewsAsia"	"Forget champagne: How AI millionaires are rewriting the rules of luxury"	"From booking private jets on WhatsApp to putting gyms on superyachts, a new generation of tech wealth is forcing luxury companies to rethink what their richest customers actually want."	"AI"	"2026-09-08"	"https://www.channelnewsasia.com/obsessions/ai-millionaires-luxury-spending-6366616"
"6"	"Channel NewsAsia"	"Cognition AI raises $2 billion at $48 billion valuation"	"Cognition AI raises $2 billion at $48 billion valuation"	"AI"	"2026-09-08"	"https://www.channelnewsasia.com/business/cognition-ai-raises-2-billion-48-billion-valuation-6371096"
"7"	"Tech in Asia"	"Bitget launches crypto perpetuals tied to AI compute costs"	"The contracts track hourly rental-price indices published by Silicon Data."	"AI"	"2026-09-08"	"https://www.techinasia.com/bitget-reports-86-rise-in-bitcoin-holdings"
"8"	"DigiTimes"	"FIT wins Amphenol patent license, expands AI interconnect push"	"Foxconn Interconnect Technology (FIT) announced on September 7, 2026, that it has secured a patent license from competitor Amphenol for high-speed backplane connector solutions. The two companies also issued a joint statement, saying the collaboration marks an important milestone in advancing core technologies for the "	"AI"	"2026-09-08"	"https://www.digitimes.com/news/a20260907PD228/fit-patent-amphenol-2026-connector.html"
"9"	"DigiTimes"	"Ma-tek August revenue hits record, eyes U.S. FA, MA service in 2027"	"MA-tek, a semiconductor testing and analysis company, reported August revenue of NT$565 million, up 17.78% from a year earlier and marking a record high for the sixth straight month. Revenue for the first eight months reached NT$4.196 billion, up 17.66% from the same period in 2025."	"Semiconductor"	"2026-09-08"	"https://www.digitimes.com/news/a20260908PD236/revenue-packaging-demand-testing-north-america.html"
"10"	"DigiTimes"	"AIDC wins 20-year Bombardier contract to expand business jet work"	"Aerospace Industrial Development Corporation (AIDC) said on September 7 that it won a 20-year full-life-cycle contract from Canadian aerospace group Bombardier for the Challenger 3500 business jet. The award was described as AIDC's most important recent breakthrough in civil aviation and was tied to Taiwan's aerospace "	"Logistics"	"2026-09-08"	"https://www.digitimes.com/news/a20260907PD236/aidc-business-taiwan-award.html"
"11"	"Tech in Asia"	"Mistral AI raises $3.5b at $24b valuation"	"Mistral has more than 125 customers and targets US$1 billion in annual recurring revenue by 2026."	"AI"	"2026-09-08"	"https://www.techinasia.com/mistral-raises-830m-debt-for-europe-ai-data-center"
"12"	"Tech in Asia"	"PayPal engineer on AI commerce: when it works, how it pays"	"PayPal's Ben Cooms and developer Jay Mock explain how AI shopping agents get permission to spend money, from sliding-scale risk checks to crypto tokens."	"AI"	"2026-09-08"	"https://www.techinasia.com/paypal-engineer-ai-commerce-works-pays"
"13"	"Nikkei Asia"	"NTT's optical AI tech fund picks Spanish startup as first target"	"NTT's optical AI tech fund picks Spanish startup as first target"	"AI"	""	"https://asia.nikkei.com/business/telecommunication/ntt-s-optical-ai-tech-fund-picks-spanish-startup-as-first-target"
"14"	"Nikkei Asia"	"Samsung opens Japan AI chip R&D hub for advanced packaging collaboration"	"Samsung opens Japan AI chip R&D hub for advanced packaging collaboration"	"AI, Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/samsung-opens-japan-ai-chip-r-d-hub-for-advanced-packaging-collaboration"
"15"	"Nikkei Asia"	"TSMC, Intel and Samsung all bet on ASML's latest chip tool in AI race"	"TSMC, Intel and Samsung all bet on ASML's latest chip tool in AI race"	"AI, Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/tsmc-intel-and-samsung-all-bet-on-asml-s-latest-chip-tool-in-ai-race"
