"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Parliament to discuss Gillman Barracks and Maju Forest housing plans, GovTech layoffs"	"MPs have filed more than 20 questions on the two subjects, along with others on a fatal lightning strike off Pasir Ris Beach and the adoption and impact of AI in Singapore."	"AI"	"2026-08-03"	"https://www.channelnewsasia.com/singapore/parliament-gillman-barracks-maju-forest-govtech-layoffs-6294751"
"2"	"Tech in Asia"	"What Google’s chief scientist says AI teams get wrong"	"Learn why Google's Jeff Dean says automated experiments, efficient hardware, and clear guidelines matter more than model size in AI development."	"AI"	"2026-08-03"	"https://www.techinasia.com/googles-jeff-dean-ai-teams-wrong"
"3"	"DigiTimes"	"CXMT closes in on LPDDR6 mass production, challenging Samsung, SK Hynix"	"CXMT is nearing the end of research and development validation for LPDDR6, bringing it closer to mass production of next-generation mobile DRAM and intensifying competition with Samsung Electronics, SK Hynix and Micron."	"Electronics"	"2026-08-03"	"https://www.digitimes.com/news/a20260803VL211/cxmt-lpddr-development-production-samsung-sk-hynix.html"
"4"	"DigiTimes"	"TCL Technology to take full ownership of TCL CSOT"	"TCL Technology Group plans to pay CNY9.32 billion (approx. US$1.38 billion) for the 45% of China Star Optoelectronics Semiconductor Display Technology it does not already own, according to the registration-stage draft of the company's share-issue-and-cash asset purchase report, dated July 2026. The sellers are three Gu"	"Semiconductor, Electronics"	"2026-08-03"	"https://www.digitimes.com/news/a20260803VL213/tcl-csot-acquisition-display-revenue-2025.html"
"5"	"DigiTimes"	"MA-tek sells Shanghai unit, expands AI market push in Japan and the US"	"MA-tek announced on July 31, 2026, that it will sell 80% of its Shanghai subsidiary for about CNY1.9 billion (US$281.4 million), as global semiconductor supply chains are reshuffled and demand surges for AI, high-performance computing (HPC), advanced process nodes, advanced packaging, and silicon photonics (SiPh). The "	"Semiconductor, AI, Logistics"	"2026-08-03"	"https://www.digitimes.com/news/a20260803PD223/ma-tek-shanghai-market-2026-revenue.html"
"6"	"Tech in Asia"	"Pluang launches limited AI trading beta in Indonesia"	"Pluang said each order is subject to user approval and server-side spending limits."	"AI"	"2026-08-03"	"https://www.techinasia.com/robinhood-to-enter-indonesia-with-crypto-trader-broker-acquisition"
"7"	"Channel NewsAsia"	"DeepSeek's new AI model is by far the cheapest of well-known models to run, research firm says"	"DeepSeek's new AI model is by far the cheapest of well-known models to run, research firm says"	"AI"	"2026-08-03"	"https://www.channelnewsasia.com/business/deepseeks-new-ai-model-far-cheapest-well-known-models-run-research-firm-says-6294731"
"8"	"Tech in Asia"	"Malaysia draws AI chip projects as firms rethink Middle East"	"The International Monetary Fund described Malaysia as one of the world’s four largest net exporters of AI-related hardware."	"AI, Semiconductor"	"2026-08-03"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"9"	"Electronics Weekly"	"1Tb and 512Gb UFS NAND samples available"	"Kioxia is sampling UFS 5.0 NAND in 1 TB and 512 GB capacities and plans mass production by the end of the year. Built on the JEDEC UFS 5.0 standard, […] The post 1Tb and 512Gb UFS NAND samples available appeared first on Electronics Weekly ."	"Electronics"	"2026-08-03"	"https://www.electronicsweekly.com/news/business/kioxia-sampling-1tb-and-512gb-ufs-nand-2026-08/"
"10"	"Nikkei Asia"	"Alibaba's new Qwen AI model falls short of 'second only to Fable 5' claim"	"Alibaba's new Qwen AI model falls short of 'second only to Fable 5' claim"	"AI, Semiconductor"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/alibaba-s-new-qwen-ai-model-falls-short-of-second-only-to-fable-5-claim"
