"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"EE Times Asia"	"MacDermid Alpha Showcases Materials for Reliable Electronics Manufacturing at productronica India 2026"	"MacDermid Alpha will showcase materials targeting reliability, process consistency and performance across advanced electronics manufacturing applications. The post MacDermid Alpha Showcases Materials for Reliable Electronics Manufacturing at productronica India 2026 appeared first on EE Times Asia ."	"Electronics"	"2026-09-15"	"https://www.eetasia.com/macdermid-alpha-showcases-materials-for-reliable-electronics-manufacturing-at-productronica-india-2026/"
"2"	"Channel NewsAsia"	"UK workers spend nearly £1 billion of their own money on AI for work, Deloitte finds"	"UK workers spend nearly £1 billion of their own money on AI for work, Deloitte finds"	"AI"	"2026-09-15"	"https://www.channelnewsasia.com/business/uk-workers-spend-nearly-ps1-billion-their-own-money-ai-work-deloitte-finds-6387421"
"3"	"Channel NewsAsia"	"OpenAI backs bills in US Congress on AI and biological weapon threats"	"OpenAI backs bills in US Congress on AI and biological weapon threats"	"AI"	"2026-09-15"	"https://www.channelnewsasia.com/business/openai-backs-bills-in-us-congress-ai-and-biological-weapon-threats-6387341"
"4"	"Channel NewsAsia"	"Commentary: AI armageddon looks different from China"	"Beijing and Washington might not be able to agree on a lot when it comes to AI governance but there are signs that cross-border risk sharing is possible, says Bloomberg Opinion's Catherine Thorbecke."	"AI"	"2026-09-15"	"https://www.channelnewsasia.com/commentary/ai-governance-us-china-openai-anthropic-wechat-6385636"
"5"	"DigiTimes"	"AR glasses target 2 billion myopia users as China supply chain eyes doubling shipments"	"Suppliers in China's AR glasses supply chain see the approximately 2 billion people worldwide with myopia as a potential market and said shipments are set to double year after year, even as the industry continues to sift winners from losers. At this year's China International Optoelectronic Exposition (CIOE), smart gla"	"Logistics"	"2026-09-15"	"https://www.digitimes.com/news/a20260915PD231/ar-glasses-supply-chain-shipments-market-smart-glasses.html"
"6"	"DigiTimes"	"Chip revenue heads to US$2.4 trillion on price, not volume, Yole says"	"The semiconductor industry is on track to nearly quadruple in revenue by 2031 while shipping barely more silicon than it does today, a divergence that makes pricing power, not capacity, the defining variable of the AI buildout."	"Semiconductor, AI"	"2026-09-15"	"https://www.digitimes.com/news/a20260915VL208/yole-revenue-shipping-silicon-hbm.html"
"7"	"DigiTimes"	"AI data centers give idle EV battery capacity a second life"	"Slowing EV growth in North America, tariffs, and policy restrictions are pushing automakers and battery suppliers to repurpose idle capacity. At the same time, surging power demand and grid volatility from generative AI data centers are lifting demand for battery energy storage systems (BESS), making energy storage a k"	"AI, Automation"	"2026-09-15"	"https://www.digitimes.com/news/a20260914PD233/north-america-capacity-data-growth-automakers.html"
"8"	"Tech in Asia"	"‘Not trying to solve world hunger’: GoTo takes pragmatic AI path"	"Ahead of a wider rollout in 2027, Gojek’s parent company is focusing on practical applications that can improve conversion or cut costs."	"AI"	"2026-09-15"	"https://www.techinasia.com/solve-world-hunger-goto-takes-pragmatic-approach-ai"
"9"	"EE Times Asia"	"STMicroelectronics Targets Lower-cost In-cabin Sensing with New Automotive Image Sensor"	"STMicroelectronics' 1.1MP sensor combines infrared sensitivity, embedded processing and compact packaging for scalable monitoring. The post STMicroelectronics Targets Lower-cost In-cabin Sensing with New Automotive Image Sensor appeared first on EE Times Asia ."	"Electronics"	"2026-09-15"	"https://www.eetasia.com/stmicroelectronics-targets-lower-cost-in-cabin-sensing-with-new-automotive-image-sensor/"
"10"	"Tech in Asia"	"MediaTek unveils new flagship chips with on-device AI"	"MediaTek said the first phones using the chips will launch soon."	"AI, Semiconductor"	"2026-09-15"	"https://www.techinasia.com/mediatek-shares-hit-record-high-on-google-ai-chip-deal"
"11"	"EE Times Asia"	"MacDermid Alpha Targets Silver Alternatives for Semiconductor Die Attach in India"	"MacDermid Alpha's PFAS-free copper-filled die attach paste targets cost stability, reliability and manufacturing requirements. The post MacDermid Alpha Targets Silver Alternatives for Semiconductor Die Attach in India appeared first on EE Times Asia ."	"Semiconductor"	"2026-09-15"	"https://www.eetasia.com/macdermid-alpha-targets-silver-alternatives-for-semiconductor-die-attach-in-india/"
"12"	"Tech in Asia"	"TikTok Live adds AI assistant for creator networks"	"TikTok said more than 240 million creators went Live globally in 2025."	"AI"	"2026-09-15"	"https://www.techinasia.com/tiktok-unveils-ad-ai-tools-sea"
"13"	"Semiconductor Engineering"	"AI Data Centers Have A Stranded Power Problem"	"Redundant feeds protect uptime, but they also strand capacity that could support more hardware. The post AI Data Centers Have A Stranded Power Problem appeared first on Semiconductor Engineering ."	"Semiconductor, AI"	"2026-09-15"	"https://semiengineering.com/ai-data-centers-have-a-power-hoarding-problem/"
"14"	"Nikkei Asia"	"Talent shortage emerges as tech's biggest bottleneck in AI expansion boom"	"Talent shortage emerges as tech's biggest bottleneck in AI expansion boom"	"AI"	""	"https://asia.nikkei.com/business/technology/tech-asia/talent-shortage-emerges-as-tech-s-biggest-bottleneck-in-ai-expansion-boom"
"15"	"Nikkei Asia"	"Taiwan's ruling DPP rethinks nuclear power opposition in AI era"	"Taiwan's ruling DPP rethinks nuclear power opposition in AI era"	"AI"	""	"https://asia.nikkei.com/politics/taiwan-s-ruling-dpp-rethinks-nuclear-power-opposition-in-ai-era"
"16"	"Nikkei Asia"	"Waymo to deploy driverless robotaxis in Tokyo next year"	"Waymo to deploy driverless robotaxis in Tokyo next year"	"Automation"	""	"https://asia.nikkei.com/business/transportation/waymo-to-deploy-driverless-robotaxis-in-tokyo-next-year"
