"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Zuckerberg says Meta made 'mistakes' in AI workforce shift"	"Zuckerberg says Meta made 'mistakes' in AI workforce shift"	" ai "	"2026-06-12"	"https://www.channelnewsasia.com/business/zuckerberg-says-meta-made-mistakes-in-ai-workforce-shift-6180351"
"2"	"Tech in Asia"	"Anthropic’s Claude Fable 5 adds hurdles for Chinese AI firms"	"Anthropic said the distillation filter was a response to earlier model-extraction attempts."	" ai , fab"	"2026-06-12"	"https://www.techinasia.com/anthropic-confidentially-submits-draft-ipo-filing"
"3"	"Tech in Asia"	"Japanese chipmaker Kioxia tops Toyota at $274b"	"The company overtook Toyota Motor, valued at 43.8 trillion yen (US$273 billion), as investors continued buying AI-related chip stocks."	"chip"	"2026-06-12"	"https://www.techinasia.com/us-patent-probe-puts-sk-hynix-kioxia-chip-imports-at-risk"
"4"	"Tech in Asia"	"TCS, Oracle launch AI lab in Kolkata"	"TCS said the facility at Delta Park Lords will build reusable architectures, industry solutions, and accelerators around Oracle’s AI Data Platform."	" ai "	"2026-06-12"	"https://www.techinasia.com/indias-tcs-tpg-partner-invest-2b-ai-data-centers"
"5"	"DigiTimes"	"Shin-Etsu plans rare earth plant in Japan to counter China supply curbs"	"Shin-Etsu Chemical plans to build a new rare earth production facility in Fukui Prefecture, aiming to expand domestic smelting capacity and reduce Japan's reliance on China for materials critical to electric vehicle and semiconductor manufacturing equipment, according to Nikkei and Kyodo News ."	"semiconductor"	"2026-06-12"	"https://www.digitimes.com/news/a20260612VL212/shin-etsu-plant-materials-production-government.html"
"6"	"DigiTimes"	"Taiwan PMIC maker Global Mixed-mode to raise prices as chip shortages persist"	"Taiwanese power management IC supplier Global Mixed-mode Technology (GMT) will follow peers in seeking price increases from customers as tight chip supply continues to reshape capacity allocation across the industry."	"chip"	"2026-06-12"	"https://www.digitimes.com/news/a20260612PD215/ic-management-price-supplier-pmic.html"
"7"	"DigiTimes"	"Samsung's packaging gap clouds chip comeback as TSMC, Intel push ahead"	"Samsung Electronics is regaining ground in high-bandwidth memory and foundry services, but advanced packaging remains a weak point in its bid to capture a larger share of the AI chip supply chain, according to industry sources and Korean media reports."	"electronics,  ai , chip"	"2026-06-12"	"https://www.digitimes.com/news/a20260611VL219/samsung-packaging-tsmc-intel-hbm.html"
"8"	"EE Times Asia"	"Cadence, Samsung Foundry Expand 2nm and 3D‑IC Platform Partnership"	"Cadence and Samsung Foundry are expanding certified 2nm and 3D‑IC design capabilities for AI infrastructure systems. The post Cadence, Samsung Foundry Expand 2nm and 3D‑IC Platform Partnership appeared first on EE Times Asia ."	" ai , foundry"	"2026-06-12"	"https://www.eetasia.com/cadence-samsung-foundry-expand-2nm-and-3d%e2%80%91ic-platform-partnership/"
"9"	"EE Times Asia"	"ST Brings AI Inference Closer to Sensing Element"	"ST's IIS3DWB10IS with ISPU 2.0)brings advanced digital signal processing and AI inference closer to the sensing element. The post ST Brings AI Inference Closer to Sensing Element appeared first on EE Times Asia ."	" ai "	"2026-06-11"	"https://www.eetasia.com/st-brings-ai-inference-closer-to-sensing-element/"
"10"	"EE Times Asia"	"Photonics Emerges as Next Scaling Frontier for AI Infra, Distributed Computing"	"As AI systems expand, photonics is stepping up to enable faster, lower-power data movement, memory sharing, and scalable infrastructure. The post Photonics Emerges as Next Scaling Frontier for AI Infra, Distributed Computing appeared first on EE Times Asia ."	" ai "	"2026-06-11"	"https://www.eetasia.com/photonics-emerges-as-next-scaling-frontier-for-ai-infra-distributed-computing/"
"11"	"Nikkei Asia"	"Japan pharma companies turn to China for drug discovery, growth"	"Japan pharma companies turn to China for drug discovery, growth"	"drug"	""	"https://asia.nikkei.com/business/pharmaceuticals/japan-pharma-companies-turn-to-china-for-drug-discovery-growth"
"12"	"Nikkei Asia"	"TCS and Opendoor fuel worries over AI impacting India's tech jobs"	"TCS and Opendoor fuel worries over AI impacting India's tech jobs"	" ai "	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/tcs-and-opendoor-fuel-worries-over-ai-impacting-india-s-tech-jobs"
"13"	"Nikkei Asia"	"India doubles public investment in 5 years to build rails, chip plants"	"India doubles public investment in 5 years to build rails, chip plants"	"chip"	""	"https://asia.nikkei.com/economy/india-doubles-public-investment-in-5-years-to-build-rails-chip-plants"
"14"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"artificial intelligence, chip"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"15"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	" ai "	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"16"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"biotechnology, biotech, vaccine"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
