"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"EE Times Asia"	"Microchip Shrinks PolarFire Ethernet Sensor Bridge for Edge AI Systems"	"Microchip's second-generation sensor bridge cuts board size while expanding camera support and Ethernet connectivity for edge AI applications. The post Microchip Shrinks PolarFire Ethernet Sensor Bridge for Edge AI Systems appeared first on EE Times Asia ."	"AI, Semiconductor"	"2026-08-31"	"https://www.eetasia.com/microchip-shrinks-polarfire-ethernet-sensor-bridge-for-edge-ai-systems/"
"2"	"Tech in Asia"	"Huawei H1 profit drops 36% as costs, R&D spending rise"	"Huawei’s R&D spending reached 25.9% of revenue as it invested in AI and smart devices."	"AI"	"2026-08-31"	"https://www.techinasia.com/huawei-ascend-910c-chips-deepseek-posttraining"
"3"	"Channel NewsAsia"	"Anthropic resumes AI cyber evaluations after Claude hacking incidents"	"Anthropic resumes AI cyber evaluations after Claude hacking incidents"	"AI"	"2026-08-31"	"https://www.channelnewsasia.com/business/anthropic-resumes-ai-cyber-evaluations-after-claude-hacking-incidents-6353261"
"4"	"EE Times Asia"	"TrendForce Sees Start of MLCC Industry Upcycle"	"SEMCO raises MLCC prices amid stronger AI demand, tightening supply and rising utilization across Taiwanese and Chinese suppliers. The post TrendForce Sees Start of MLCC Industry Upcycle appeared first on EE Times Asia ."	"AI"	"2026-08-31"	"https://www.eetasia.com/trendforce-sees-start-of-mlcc-industry-upcycle/"
"5"	"Channel NewsAsia"	"Ares raises $4 billion for Japan logistics fund in unit's largest fundraise"	"Ares raises $4 billion for Japan logistics fund in unit's largest fundraise"	"Logistics"	"2026-08-31"	"https://www.channelnewsasia.com/business/ares-raises-4-billion-japan-logistics-fund-in-units-largest-fundraise-6353151"
"6"	"Channel NewsAsia"	"Commentary: Welcome to the 'don’t ask, don’t tell' AI economy"	"A don’t-ask-don’t-tell economy seems to be driving the next tech revolution and that should make us all wary of what happens in the dark, says Bloomberg Opinion's Catherine Thorbecke."	"AI"	"2026-08-31"	"https://www.channelnewsasia.com/commentary/ai-productivity-dont-ask-dont-tell-economy-6351851"
"7"	"Semiconductor Engineering"	"Workload-Driven HBF Substrate For Capacity-Scalable LLM Inference (Huawei, ETH Zurich, HUST)"	"Researchers at Huawei, ETH Zürich, and HUST published a technical paper titled “FLINT: Efficiently Leveraging High Bandwidth Flash for Capacity-Scalable LLM Inference Acceleration.” Abstract: “LLM inference is increasingly constrained by accelerator memory capacity rather than compute throughput. This constraint is esp"	"Semiconductor"	"2026-08-31"	"https://semiengineering.com/workload-driven-hbf-substrate-for-capacity-scalable-llm-inference-huawei-eth-zurich-hust/"
"8"	"DigiTimes"	"China urges pragmatism over hype in rapidly expanding humanoid robotics market"	"According to OFweek Robotics , China's National Development and Reform Commission (NDRC) has issued a clear warning to the country's booming robotics sector: focus on practical applications and sustainable growth rather than blind speculation. Speaking at an August 28 press conference, NDRC spokesperson Chao Li called "	"Automation"	"2026-08-31"	"https://www.digitimes.com/news/a20260831VL215/robotics-market-2026-growth-revenue.html"
"9"	"DigiTimes"	"Smart manufacturing, robotics drive renewed growth in industrial PCs"	"The industrial PC (IPC) industry is entering a new AI-driven recovery cycle as artificial intelligence moves into a broader range of real-world applications. Market research estimates put global IPC output at about US$6.1 billion in 2025, rising to US$8.91 billion by 2030 — a compound annual growth rate (CAGR) of 7.9% "	"AI, Automation"	"2026-08-31"	"https://www.digitimes.com/news/a20260831PD232/industrial-growth-ipc-manufacturing-robotics.html"
"10"	"DigiTimes"	"Gudeng sees double-digit advanced packaging growth from 2027"	"Demand for AI and high-performance computing (HPC) continues to drive semiconductor process development, with advanced nodes and advanced packaging entering a new cycle of capacity expansion. Gudeng chairman Bill Chiu said on August 31, 2026, that the company's advanced packaging business is expected to post double-dig"	"Semiconductor, AI"	"2026-08-31"	"https://www.digitimes.com/news/a20260831PD233/packaging-growth-2027-hpc-development.html"
"11"	"Tech in Asia"	"OpenAI lead: Survival demands a 3-month AI product plan"	"Seshan argues that teams should build around near-term model capabilities, familiar workflows, and real customer feedback as AI changes rapidly."	"AI"	"2026-08-31"	"https://www.techinasia.com/openai-product-lead-tara-seshan-building-ai-lasts"
"12"	"Tech in Asia"	"AI solved costs. Demand’s the catch"	"Cheap to build doesn’t mean it’s easy to sell. Our top AI stories on microdramas, games, and GPUs make that painfully clear."	"AI"	"2026-08-31"	"https://www.techinasia.com/ai-solved-costs-demands-catch"
"13"	"Nikkei Asia"	"Japanese play for SK Hynix chip plant faces South Korean policy hurdles"	"Japanese play for SK Hynix chip plant faces South Korean policy hurdles"	"Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/japanese-play-for-sk-hynix-chip-plant-faces-south-korean-policy-hurdles"
"14"	"Nikkei Asia"	"GLP Japan sets up $3.7bn fund for logistics centers, drawing global investors"	"GLP Japan sets up $3.7bn fund for logistics centers, drawing global investors"	"Logistics"	""	"https://asia.nikkei.com/spotlight/supply-chain/glp-japan-sets-up-3.7bn-fund-for-logistics-centers-drawing-global-investors"
"15"	"Nikkei Asia"	"Sony chip unit to team with Saudi Aramco on plant maintenance AI"	"Sony chip unit to team with Saudi Aramco on plant maintenance AI"	"AI, Semiconductor"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/sony-chip-unit-to-team-with-saudi-aramco-on-plant-maintenance-ai"
