"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"European Commission reviews impact of Anthropic curbs"	"The EU supports AI Factories with 10 billion euros (US$11.6 billion) in investment from 2021 to 2027."	"AI"	"2026-06-14"	"https://www.techinasia.com/anthropic-expand-glasswing-150-partners"
"2"	"DigiTimes"	"LG Innotek's Vietnam substrate investment plan comes as FC-BGA demand broadens"	"LG Innotek plans to invest more than KRW1 trillion in a new semiconductor substrate plant in Haiphong, Vietnam, reflecting rising demand for substrates used in AI servers, 5G smartphones, and on-device AI chips. The expansion targets RF-SiP, FC-CSP, and FC-BGA substrates, as substrate suppliers adjust capacity plans to"	"Semiconductor, AI"	"2026-06-14"	"https://www.digitimes.com/news/a20260611VL221/lg-innotek-substrate-demand-fc-bga-equipment.html"
"3"	"DigiTimes"	"India roundup: Meta-Reliance AI data centers, Anthropic-TCS tie-up, EV expansion, Starlink delay and supply chain shifts"	"India sees rising global tech investment as Meta, Reliance and Anthropic deepen AI ties, while EV firms expand, Starlink faces delays, and semiconductor and tablet markets show steady structural growth."	"Semiconductor, AI"	"2026-06-14"	"https://www.digitimes.com/news/a20260612VL211/reliance-starlink-anthropic-expansion-meta.html"
"4"	"DigiTimes"	"Fortune Electric sees export-led growth as global AI power demand tightens transformer supply"	"Fortune Electric said surging demand for AI infrastructure in the US is lifting its export business, reflecting a broader global scramble for power equipment. The Taiwanese transformer maker said supply remains tight worldwide, with long lead times, rising orders, and expansion plans pointing to prolonged pressure acro"	"AI"	"2026-06-14"	"https://www.digitimes.com/news/a20260612PD224/fortune-electric-power-components-demand-growth-2026.html"
"5"	"Channel NewsAsia"	"The rise of the AI ‘token economy’ and China’s big bet on scale"	"In the first of a two-part series, CNA looks at the rise of AI tokens and how China’s rapidly expanding token economy is reshaping the costs, scale and security risks of the next era of artificial intelligence."	"AI"	"2026-06-14"	"https://www.channelnewsasia.com/east-asia/ai-tokens-token-economy-china-6159196"
"6"	"Tech in Asia"	"Amazon to expand warehouse automation in India"	"Amazon uses SLAM labelers in India to scan parcels and apply shipping labels automatically."	"Automation"	"2026-06-14"	"https://www.techinasia.com/amazon-plans-33b-cloud-ai-investment-in-southeast-asia"
"7"	"Tech in Asia"	"Chinese AI chipmaker MetaX eyes Hong Kong listing"	"MetaX's shares surged 564% since its Shanghai IPO, valuing the company at about $41 billion."	"AI"	"2026-06-14"	"https://www.techinasia.com/chinese-chipmakers-race-ipos-listing-surge"
"8"	"Nikkei Asia"	"TCS and Opendoor fuel worries over AI impacting India's tech jobs"	"TCS and Opendoor fuel worries over AI impacting India's tech jobs"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/tcs-and-opendoor-fuel-worries-over-ai-impacting-india-s-tech-jobs"
"9"	"Nikkei Asia"	"Sony cuts wait times for World Cup replays with updated AI tech"	"Sony cuts wait times for World Cup replays with updated AI tech"	"AI"	""	"https://asia.nikkei.com/spotlight/sports/world-cup-2026/sony-cuts-wait-times-for-world-cup-replays-with-updated-ai-tech"
"10"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"11"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"12"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
