"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"DigiTimes"	"Samsung Foundry sees higher 4nm volumes as Nvidia ramps Groq 3"	"Nvidia's Groq 3 ramp is adding meaningful 4nm volume to Samsung Electronics' foundry business, with monthly wafer input estimated at about 10,000 and expected to rise above 15,000 in 2027. The increase comes as reported yields improve, Samsung's 4nm capacity remains tight, and pricing on the node moves higher."	"Electronics, Semiconductor"	"2026-08-25"	"https://www.digitimes.com/news/a20260825VL216/nvidia-groq-4nm-samsung-production.html"
"2"	"DigiTimes"	"GATE 2026 to spotlight Southeast Asia's pivot to EV supply chains"	"GATE 2026 is set to bring together automakers, suppliers, and technology firms in Kuala Lumpur as Southeast Asia deepens its focus on electric vehicles, smart manufacturing, and industrial upgrading. The event's scale and timing could make it a key indicator of where the region's auto supply chains are heading next."	"Logistics"	"2026-08-25"	"https://www.digitimes.com/news/a20260825PD217/2026-asia-market-technology-automotive.html"
"3"	"DigiTimes"	"Chinese automakers expand to humanoid robotics with technology, supply chain and scenario advantages"	"DIGITIMES observes that the humanoid robot market is expanding rapidly, supported by global labor shortages and advances in artificial intelligence (AI), and Chinese automakers are also moving aggressively into this emerging field."	"AI, Logistics, Automation"	"2026-08-25"	"https://www.digitimes.com/news/a20260824RS400/automakers-humanoid-robot-robotics-supply-chain-technology.html?chid=2"
"4"	"Tech in Asia"	"Write a prompt, create a video game. Will players bite?"	"Roblox and PixVerse are taking AI game creation straight to players. Our reporting shows why easier creation may not produce games worth playing."	"AI"	"2026-08-25"	"https://www.techinasia.com/write-prompt-create-video-game-players-bite"
"5"	"EE Times Asia"	"proteanTecs Intros Monitoring Solutions for Multi-Die Advanced Packaging"	"New solutions provide chiplet-level visibility to improve yield, performance, power management, and reliability in advanced packages. The post proteanTecs Intros Monitoring Solutions for Multi-Die Advanced Packaging appeared first on EE Times Asia ."	"Semiconductor"	"2026-08-25"	"https://www.eetasia.com/proteantecs-intros-monitoring-solutions-for-multi-die-advanced-packaging/"
"6"	"Tech in Asia"	"Digital Realty gets provisional 50MW in Singapore"	"The new facility is intended to support AI inference, high-performance computing, and enterprise digital workloads."	"AI"	"2026-08-25"	"https://www.techinasia.com/brookfield-reliance-industries-jv-plans-11b-ai-data-center-in-india"
"7"	"EE Times Asia"	"Liquid Cooling Becoming Standard for High-end AI Infrastructure"	"TrendForce projects liquid cooling penetration among AI chips to reach 53% in 2026 and approach 60% in 2027. The post Liquid Cooling Becoming Standard for High-end AI Infrastructure appeared first on EE Times Asia ."	"AI, Semiconductor"	"2026-08-25"	"https://www.eetasia.com/liquid-cooling-becoming-standard-for-high-end-ai-infrastructure/"
"8"	"EE Times Asia"	"STMicroelectronics and NUS Launch HELIX Lab to Advance Low-Power Edge AI"	"Four-year research initiative will combine AI, memory, chip design, and semiconductor technologies to develop efficient edge AI systems. The post STMicroelectronics and NUS Launch HELIX Lab to Advance Low-Power Edge AI appeared first on EE Times Asia ."	"Semiconductor, Electronics, AI"	"2026-08-25"	"https://www.eetasia.com/stmicroelectronics-and-nus-launch-helix-lab-to-advance-low-power-edge-ai/"
"9"	"Tech in Asia"	"Series SEA: Who’s investing in the region’s biotech startups?"	"We've compiled a list of investors that are pouring money into Southeast Asia’s biotech startups."	"Biotechnology"	"2026-08-24"	"https://www.techinasia.com/top-sea-investors-biotech"
"10"	"Nikkei Asia"	"Exclusive: TSMC supplier Nichias to build key chipmaking 'tubes' in Taiwan"	"Exclusive: TSMC supplier Nichias to build key chipmaking 'tubes' in Taiwan"	"Semiconductor"	""	"https://asia.nikkei.com/business/technology/exclusive-tsmc-supplier-nichias-to-build-key-chipmaking-tubes-in-taiwan"
