"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"DigiTimes"	"Samsung pushes vertical transistor design as chip scaling hits limits"	"Samsung Electronics has demonstrated a 3D stacked transistor structure with a 42-nanometer gate pitch, a research milestone that extends vertical integration, long used in memory chips, into logic semiconductors."	"Semiconductor, Electronics"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL221/samsung-transistor-3d-chips-materials.html"
"2"	"DigiTimes"	"Taiyo Yuden to boost AI server MLCC capacity, resists price hikes"	"Taiyo Yuden is preparing to accelerate production of multilayer ceramic capacitors, or MLCCs, as AI servers and hyperscale data centers tighten supply across the global component market. But the Japanese supplier is resisting the kind of broad price increases now spreading through parts of the industry."	"AI"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL218/taiyo-yuden-mlcc-price-ai-server-production.html"
"3"	"DigiTimes"	"Samsung said to open fab data to suppliers in AI factory push"	"Samsung Electronics is developing and operating a data-sharing platform with semiconductor materials, components and equipment suppliers, according to a report by South Korea's ETNews , which cited industry sources."	"Semiconductor, Electronics, AI"	"2026-06-17"	"https://www.digitimes.com/news/a20260617VL212/samsung-data-fab-equipment-manufacturing.html"
"4"	"Tech in Asia"	"US AI gaming startup Tryll valued at $6m, launches alpha"	"The company describes itself as on-device AI middleware for game developers."	"AI"	"2026-06-17"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"5"	"Tech in Asia"	"Doosan to build Thailand AI materials plant with $110m loan"	"Construction is due to start this year, and mass production is set to begin in the second half of 2028."	"AI"	"2026-06-17"	"https://www.techinasia.com/nvidia-signs-ai-data-center-memory-deals-korea"
"6"	"Tech in Asia"	"Fujitsu, IBM Japan deepen AI legacy system partnership"	"Fujitsu PROGRESSION is an automated suite for migrating legacy applications and restructuring them for modern platforms."	"AI"	"2026-06-17"	"https://www.techinasia.com/sakana-ai-raises-135m-advance-japanfocused-ai-tech"
"7"	"EE Times Asia"	"Polymatech Opens Singapore Manufacturing Hub for LED Packaging and Memory Module Assembly"	"Polymatech is establishing a regional production base supporting opto-electronics, advanced packaging, and computing applications. The post Polymatech Opens Singapore Manufacturing Hub for LED Packaging and Memory Module Assembly appeared first on EE Times Asia ."	"Electronics"	"2026-06-17"	"https://www.eetasia.com/polymatech-opens-singapore-manufacturing-hub-for-led-packaging-and-memory-module-assembly/"
"8"	"EE Times Asia"	"How Agentic AI Will Transform IC Design Productivity"	"Cadence outlines how AI-driven automation can help the industry manage unprecedented chip design complexity. The post How Agentic AI Will Transform IC Design Productivity appeared first on EE Times Asia ."	"AI, Automation"	"2026-06-17"	"https://www.eetasia.com/how-agentic-ai-will-transform-ic-design-productivity/"
"9"	"EE Times Asia"	"Infineon Highlights USB Advances for AI PCs, Embedded Vision, and Edge Computing"	"USB connectivity innovations address growing bandwidth, latency, and signal integrity demands across AI-driven applications. The post Infineon Highlights USB Advances for AI PCs, Embedded Vision, and Edge Computing appeared first on EE Times Asia ."	"AI"	"2026-06-16"	"https://www.eetasia.com/infineon-highlights-usb-advances-for-ai-pcs-embedded-vision-and-edge-computing/"
"10"	"Nikkei Asia"	"Asian streaming services go big on microdramas and AI content"	"Asian streaming services go big on microdramas and AI content"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/asian-streaming-services-go-big-on-microdramas-and-ai-content"
"11"	"Nikkei Asia"	"Chinese electronics maker Longcheer bets on US growth"	"Chinese electronics maker Longcheer bets on US growth"	"Electronics"	""	"https://asia.nikkei.com/spotlight/supply-chain/chinese-electronics-maker-longcheer-bets-on-us-growth"
"12"	"Nikkei Asia"	"NTT hoped to lead optical data networks. AI and Nvidia changed that"	"NTT hoped to lead optical data networks. AI and Nvidia changed that"	"AI"	""	"https://asia.nikkei.com/business/technology/ntt-hoped-to-lead-optical-data-networks.-ai-and-nvidia-changed-that"
"13"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"14"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"15"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
