"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Google limits Meta’s Gemini AI acces"	"Meta was asked to use AI tokens more efficiently due to limited Google Gemini AI capacity."	"AI"	"2026-06-28"	"https://www.techinasia.com/meta-agrees-buy-16-gw-ai-capacity-crusoe"
"2"	"Channel NewsAsia"	"Google limits Meta’s use of its Gemini AI models, FT reports"	"Google limits Meta’s use of its Gemini AI models, FT reports"	"AI"	"2026-06-28"	"https://www.channelnewsasia.com/business/google-limits-metas-use-its-gemini-ai-models-ft-reports-6216136"
"3"	"DigiTimes"	"LG Chem weighs CCL expansion as AI chip demand strains supply"	"LG Chem is discussing whether to expand production of copper-clad laminate, or CCL, a core material used in semiconductor packaging, as demand tied to artificial intelligence chips accelerates, Herald Business reported."	"Semiconductor, AI"	"2026-06-28"	"https://www.digitimes.com/news/a20260625VL221/lg-chem-ccl-expansion-demand-ai-chip.html"
"4"	"DigiTimes"	"2nm advanced process waste surges 13x, Techzone targets semiconductor ESG waste treatment market"	"As advanced semiconductor processes rapidly transition from 28nm to 3nm and 2nm nodes, more frequent chemical cleaning procedures are driving an increase in demand for liquid chemical waste treatment. Techzone Chairman Chen Li-Li said that semiconductor companies are currently pursuing two major approaches in response "	"Semiconductor"	"2026-06-28"	"https://www.digitimes.com/news/a20260624PD211/2nm-market-28nm-3nm.html"
"5"	"DigiTimes"	"Trusval reports record 2025 profit, eyes global growth in 2026"	"Trusval Technology reported record 2025 revenue and profit, signaling stronger demand for semiconductor-related construction and industrial systems that matter to global supply chains. The Taiwan-based company said it is entering 2026 with cautious optimism, as it expands green fab solutions, overseas projects, and tec"	"Semiconductor"	"2026-06-28"	"https://www.digitimes.com/news/a20260624PD215/trusval-profit-revenue-2026.html"
"6"	"Tech in Asia"	"Who’s investing in India’s biotech startups?"	"We've compiled a list of investors pouring money into India’s biotech startups."	"Biotechnology"	"2026-06-28"	"https://www.techinasia.com/whos-investing-indias-biotech-startups"
"7"	"Tech in Asia"	"AI’s one-click road to hell"	"Like bacteria, AI needs the right conditions to grow. We look at ecommerce for proof of this."	"AI"	"2026-06-28"	"https://www.techinasia.com/ais-oneclick-road-hell"
"8"	"Nikkei Asia"	"Honda starts AI data center battery production in US after EV pivot"	"Honda starts AI data center battery production in US after EV pivot"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/honda-starts-ai-data-center-battery-production-in-us-after-ev-pivot"
"9"	"Nikkei Asia"	"Japan banks, tech firms join on AI chat tool for retail asset management"	"Japan banks, tech firms join on AI chat tool for retail asset management"	"AI"	""	"https://asia.nikkei.com/business/finance/japan-banks-tech-firms-join-on-ai-chat-tool-for-retail-asset-management"
"10"	"Nikkei Asia"	"Takeda's 1st female CEO leans into AI to shape biopharma business"	"Takeda's 1st female CEO leans into AI to shape biopharma business"	"AI"	""	"https://asia.nikkei.com/business/pharmaceuticals/takeda-s-1st-female-ceo-leans-into-ai-to-shape-biopharma-business"
"11"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"12"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"13"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
