"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"With Situational Awareness AI deal, Citadel's Griffin rides to the rescue again"	"With Situational Awareness AI deal, Citadel's Griffin rides to the rescue again"	"AI"	"2026-07-31"	"https://www.channelnewsasia.com/business/situational-awareness-ai-deal-citadels-griffin-rides-rescue-again-6292246"
"2"	"Channel NewsAsia"	"Alphabet rolls back AI image generation in Google Earth over policy violations"	"Alphabet rolls back AI image generation in Google Earth over policy violations"	"AI"	"2026-07-31"	"https://www.channelnewsasia.com/business/alphabet-rolls-back-ai-image-generation-in-google-earth-over-policy-violations-6292226"
"3"	"Channel NewsAsia"	"FTC approves IonQ acquisition of SkyWater semiconductor ‍foundry"	"FTC approves IonQ acquisition of SkyWater semiconductor ‍foundry"	"Semiconductor"	"2026-07-31"	"https://www.channelnewsasia.com/business/ftc-approves-ionq-acquisition-skywater-semiconductor-foundry-6292131"
"4"	"DigiTimes"	"Lite-On expands InP optical push with US$34.3 million stake in Singapore's DenseLight"	"Lite-On Technology is extending its optical core competencies into system-level optical communications for AI data centers, announcing a US$34.3 million investment for a 21% stake in Singapore-based indium phosphide (InP) optical component maker DenseLight Photonics, along with a seat on its board."	"AI"	"2026-07-31"	"https://www.digitimes.com/news/a20260731PD238/lite-on-communications-inp-data-investment.html"
"5"	"EE Times Asia"	"MetaOptics, Elsoft Partner to Develop Mass Production Equipment for Metalens Manufacturing"	"MetaOptics and Elsoft partner to develop advanced metalens fabrication, testing, and assembly equipment for volume production. The post MetaOptics, Elsoft Partner to Develop Mass Production Equipment for Metalens Manufacturing appeared first on EE Times Asia ."	"Semiconductor"	"2026-07-31"	"https://www.eetasia.com/metaoptics-elsoft-partner-to-develop-mass-production-equipment-for-metalens-manufacturing/"
"6"	"DigiTimes"	"Powerchip founder Frank Huang dies at 76; vice chair steps in as acting chief"	"Powerchip Semiconductor Manufacturing Corp. (PSMC, TWSE: 6770) said in a material-information filing on July 31 that its chairman, Frank Huang, died peacefully in his sleep at his home around midday that day of cardiopulmonary failure. He was 76."	"Semiconductor"	"2026-07-31"	"https://www.digitimes.com/news/a20260731VL220/chairman-psmc-dram-taiwan-tsmc.html"
"7"	"EE Times Asia"	"Longsys to Showcase Edge AI Storage Architecture and Storage Foundry Model at FMS 2026"	"Longsys will debut integrated edge AI storage solutions targeting AI PCs, AI boxes, and mobile devices at FMS 2026. The post Longsys to Showcase Edge AI Storage Architecture and Storage Foundry Model at FMS 2026 appeared first on EE Times Asia ."	"AI, Semiconductor"	"2026-07-31"	"https://www.eetasia.com/longsys-to-showcase-edge-ai-storage-architecture-and-storage-foundry-model-at-fms-2026/"
"8"	"Tech in Asia"	"China’s RedNote eyes $2.2b AI data center project"	"RedNote has been in talks with VNET, one of China’s largest data center operators, and is targeting delivery in the first quarter of 2027, the person said."	"AI"	"2026-07-31"	"https://www.techinasia.com/xiaohongshu-prepare-hk-ipo-filing-month"
"9"	"DigiTimes"	"Analysis: The AI buildout stopped being a demand story"	"For three years, the constraint on artificial intelligence was how much compute the hyperscalers wanted to buy. The June-quarter filings of seven companies say the constraint has moved. It is now about who sets the price — and on that question the past five quarters have already taught a lesson from which most readers "	"AI"	"2026-07-31"	"https://www.digitimes.com/news/a20260731VL216/demand-revenue-price-microsoft-tsmc.html"
"10"	"Tech in Asia"	"Automating software security fixes at a fraction of the cost"	"AppSecAI slashes the cost of fixing software vulnerabilities from US$11,000 to just US$250 using AI-powered automation."	"Automation"	"2026-07-31"	"https://www.techinasia.com/automating-software-security-fixes-fraction-cost"
"11"	"Tech in Asia"	"MiniMax launches AI model for video generation"	"The company said it planned to release the model weights in the coming days, subject to applicable laws and regulations."	"AI"	"2026-07-31"	"https://www.techinasia.com/chinas-minimax-launches-cheap-ai-model-rival-anthropic-openai"
"12"	"EE Times Asia"	"The New Economics of Space: Designing Electronics for Scalable LEO Constellations"	"LEO constellations are redefining satellite electronics, driving new approaches to reliability, component selection, power, and communications. The post The New Economics of Space: Designing Electronics for Scalable LEO Constellations appeared first on EE Times Asia ."	"Electronics"	"2026-07-31"	"https://www.eetasia.com/the-new-economics-of-space-designing-electronics-for-scalable-leo-constellations/"
"13"	"Nikkei Asia"	"Memory makers flush with $90bn cash flow on AI gold rush"	"Memory makers flush with $90bn cash flow on AI gold rush"	"AI"	""	"https://asia.nikkei.com/business/tech/semiconductors/memory-makers-flush-with-90bn-cash-flow-on-ai-gold-rush"
"14"	"Nikkei Asia"	"Four US tech giants bled $95bn in cash in Q2 on soaring AI investments"	"Four US tech giants bled $95bn in cash in Q2 on soaring AI investments"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/four-us-tech-giants-bled-95bn-in-cash-in-q2-on-soaring-ai-investments"
"15"	"Nikkei Asia"	"DeepSeek releases beta version of V4 models as AI price war heats up"	"DeepSeek releases beta version of V4 models as AI price war heats up"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/deepseek-releases-beta-version-of-v4-models-as-ai-price-war-heats-up"
