"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Alipay brings AI agent tools to offline merchants"	"The company said Alipay Tap!, launched two years ago, has served 400 million users, millions of merchants, and 30 million devices."	"AI"	"2026-07-08"	"https://www.techinasia.com/alipay-launches-ai-commerce-protocol-with-qwen-in-chat-orders"
"2"	"Channel NewsAsia"	"Taiwan's premium chocolate makers earn global recognition but climate change threatens growth"	"In the second of a three-part series on Taiwan beyond semiconductors, CNA explores how the island’s emerging premium chocolate industry is balancing global success with growing climate pressures."	"Semiconductor"	"2026-07-08"	"https://www.channelnewsasia.com/east-asia/taiwan-premium-chocolate-makers-earn-recognition-6238031"
"3"	"Tech in Asia"	"Why basic ESG reporting won’t lower Asian emissions, by Google"	"Google's Spencer Low on why sustainability plans need clean data, region-specific priorities, and AI pointed at operations, not just better reporting."	"AI"	"2026-07-08"	"https://www.techinasia.com/the-real-reason-apac-growth-doesnt-mean-more-emissions"
"4"	"Tech in Asia"	"Ant Group’s Robbyant open-sources robotics AI models"	"Robbyant said LingBot-VLA 2.0 is undergoing commercial pilot testing in retail sorting, logistics, and industrial automation."	"Logistics, AI, Automation"	"2026-07-08"	"https://www.techinasia.com/ant-groups-robbyant-open-sources-universal-robot-ai-model"
"5"	"Channel NewsAsia"	"Temasek aims to more than double AI investment portfolio share to as much as 15% by 2031"	"The state investor sees the rapid advancement of artificial intelligence as a “pivotal phase” that will create vast opportunities."	"AI"	"2026-07-08"	"https://www.channelnewsasia.com/singapore/temasek-ai-portfolio-investments-private-credit-infrastructure-6240171"
"6"	"DigiTimes"	"Winning the AI Glasses Race: Why Myopia Users and Optical Retailers Hold the Key to Mass Adoption"	"AI glasses are emerging as a key gateway, offering a 'see what you see, hear what you hear' experience. DIGITIMES expects global annual shipments to approach 100 million units by 2030. Meta, Google, and Apple are already investing in the market, while Chi"	"AI"	"2026-07-08"	"https://www.digitimes.com/news/a20260708RS400/wearable-smart-glasses-market-price-shipments-2030.html?chid=2"
"7"	"DigiTimes"	"Samsung's HBM4 comeback hinges on one chip-level advantage"	"Samsung Electronics is using HBM4 to test whether its memory, logic, foundry, and advanced packaging businesses can finally work as one AI semiconductor platform, turning a broad portfolio into a clearer competitive weapon."	"Semiconductor, Electronics, AI"	"2026-07-08"	"https://www.digitimes.com/news/a20260708VL216/samsung-hbm4-hbm-packaging-sk-hynix.html"
"8"	"DigiTimes"	"Apple tests CXMT DRAM, thrusting China's memory champion into AI spotlight"	"China's CXMT has moved from a little-known state-backed DRAM maker to one of the most closely watched companies in the global memory chip race, with Apple testing its chips for China-market devices and Beijing counting on the company to anchor a domestic AI supply chain."	"AI, Semiconductor, Logistics"	"2026-07-08"	"https://www.digitimes.com/news/a20260708VL221/cxmt-dram-apple-testing-beijing.html"
"9"	"Nikkei Asia"	"Singapore's Temasek to raise AI exposure 2.5-fold over 5 years"	"Singapore's Temasek to raise AI exposure 2.5-fold over 5 years"	"AI"	""	"https://asia.nikkei.com/business/finance/singapore-s-temasek-to-raise-ai-exposure-2.5-fold-over-5-years"
"10"	"Nikkei Asia"	"South Korea's chip hub plans face tough questions over timing, demand"	"South Korea's chip hub plans face tough questions over timing, demand"	"Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/south-korea-s-chip-hub-plans-face-tough-questions-over-timing-demand"
