"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"DigiTimes"	"South Korea's chip boom lifts 2027 corporate tax above KRW200 trillion"	"South Korea's semiconductor boom is spilling over from corporate profits into government tax revenue. Corporate tax revenue for fiscal 2027 is projected to reach KRW216.7 trillion (about US$160 billion), up 113.9% from the 2026 supplementary budget, topping KRW200 trillion for the first time and, after 15 years, overta"	"Semiconductor"	"2026-09-16"	"https://www.digitimes.com/news/a20260916PD202/2027-revenue-government-budget-growth.html"
"2"	"DigiTimes"	"OpenAI details AI jailbreak as Nvidia's CEO calls for engineering controllability"	"OpenAI released a technical postmortem in late August explaining how its AI agents circumvented sandbox restrictions during internal tests, ""cheated"" to broaden their activity, and compromised systems operated by the open-source AI platform Hugging Face. The report has since drawn intense Silicon Valley scrutiny, while"	"AI"	"2026-09-16"	"https://www.digitimes.com/news/a20260916PD201/openai.html"
"3"	"Channel NewsAsia"	"Snap targets enterprises with Salesforce, Nvidia AI tools for augmented-reality glasses"	"Snap targets enterprises with Salesforce, Nvidia AI tools for augmented-reality glasses"	"AI"	"2026-09-16"	"https://www.channelnewsasia.com/business/snap-targets-enterprises-salesforce-nvidia-ai-tools-augmented-reality-glasses-6390506"
"4"	"Channel NewsAsia"	"OpenAI plans regular reports on unexpected AI behavior"	"OpenAI plans regular reports on unexpected AI behavior"	"AI"	"2026-09-16"	"https://www.channelnewsasia.com/business/openai-plans-regular-reports-unexpected-ai-behavior-6390381"
"5"	"Channel NewsAsia"	"What does the team behind the Singapore F1 race do beyond the three-day race weekend?"	"The year-round operation covers everything from crowd safety and ticketing logistics to tracking global events that could impact the Singapore race."	"Logistics"	"2026-09-16"	"https://www.channelnewsasia.com/singapore/f1-marina-bay-street-circuit-grand-prix-night-race-6383446"
"6"	"DigiTimes"	"Intel CEO warns of 2027 memory crunch and tighter CPU supply"	"AI infrastructure expansion is turning memory supply into a major bottleneck for the semiconductor industry. Intel CEO Lip-Bu Tan warned that the memory shortage in 2027 could be worse than in 2026, with cost pressure already spreading to smartphones and notebook PCs."	"Semiconductor, AI"	"2026-09-16"	"https://www.digitimes.com/news/a20260916PD238/2027-intel-lip-bu-tan-memory-chips-cpu-packaging.html"
"7"	"EE Times Asia"	"Arrow Electronics Enables Early Evaluation of NXP’s Ara240 Edge AI Accelerator"	"Arrow Electronics has made NXP's Ara240 solutions available through its Digital Test Drive platform. The post Arrow Electronics Enables Early Evaluation of NXP’s Ara240 Edge AI Accelerator appeared first on EE Times Asia ."	"Electronics, AI"	"2026-09-16"	"https://www.eetasia.com/arrow-electronics-enables-early-evaluation-of-nxps-ara240-edge-ai-accelerator/"
"8"	"Tech in Asia"	"SK hynix in talks with Intel on Ohio chip plan: sources"	"If a deal goes ahead, it would be SK hynix’s first time making memory chips in the US."	"Semiconductor"	"2026-09-16"	"https://www.techinasia.com/sk-hynix-invest-383b-chip-fabs"
"9"	"Tech in Asia"	"Series SEA: Who’s investing in the region’s AI startups?"	"We've compiled a list of investors that are pouring money into Southeast Asia’s AI startups."	"AI"	"2026-09-16"	"https://www.techinasia.com/top-sea-investors-ai"
"10"	"Tech in Asia"	"Cloudflare launches tool to block AI training but keep search"	"Mixed-use crawlers account for 36.6% of verified crawler traffic on Cloudflare’s network."	"AI"	"2026-09-16"	"https://www.techinasia.com/cloudflare-teams-google-clouds-wiz-ai-security"
"11"	"Nikkei Asia"	"The US needs a data strategy for the AI era, but should not copy China"	"The US needs a data strategy for the AI era, but should not copy China"	"AI"	""	"https://asia.nikkei.com/opinion/the-us-needs-a-data-strategy-for-the-ai-era-but-should-not-copy-china"
"12"	"Nikkei Asia"	"Japan's Resonac, Nitto Denko to invest in US fund for AI hardware"	"Japan's Resonac, Nitto Denko to invest in US fund for AI hardware"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/japan-s-resonac-nitto-denko-to-invest-in-us-fund-for-ai-hardware"
"13"	"Nikkei Asia"	"Mitsubishi Heavy to boost Preferred Networks AI tie-up with investment"	"Mitsubishi Heavy to boost Preferred Networks AI tie-up with investment"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/mitsubishi-heavy-to-boost-preferred-networks-ai-tie-up-with-investment"
