"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"50 rising AI startups in Asia"	"These AI startups have a shot at becoming the next big thing."	"AI"	"2026-07-14"	"https://www.techinasia.com/50-rising-ai-startups-in-asia"
"2"	"EE Times Asia"	"RECOM Expands Beyond Power Modules as AI Reshapes Power Management Design"	"AI-driven power density demands are pushing RECOM to broaden its portfolio from modules to complete power management design solutions worldwide. The post RECOM Expands Beyond Power Modules as AI Reshapes Power Management Design appeared first on EE Times Asia ."	"AI"	"2026-07-13"	"https://www.eetasia.com/recom-expands-beyond-power-modules-as-ai-reshapes-power-management-design/"
"3"	"DigiTimes"	"TASC reshuffles management as PASC targets 2027 Taiwan Innovation Board listing"	"Taiwan-Asia Semiconductor (TASC) has announced senior management changes at its group companies as ProAsia Semiconductor (PASC) prepares for a Taiwan Innovation Board listing, now expected in the first or second quarter of 2027. The overhaul is aimed at meeting listing requirements on corporate governance, independence"	"Semiconductor"	"2026-07-13"	"https://www.digitimes.com/news/a20260713PD233/taiwan-asia-semiconductor-management-taiwan-proasia-semiconductor-2027.html"
"4"	"DigiTimes"	"China quantum research wins UNESCO, IEEE honors"	"China's quantum technology research has drawn renewed international academic recognition. The University of Science and Technology of China (USTC) said Chinese Academy of Sciences academician Jianwei Pan has received the third UNESCO-Russia Mendeleev International Prize and later shared the 2026 IEEE Photonics Society "	"Electronics"	"2026-07-13"	"https://www.digitimes.com/news/a20260713PD234/quantum-computing-academia-ieee-award.html"
"5"	"DigiTimes"	"Analysis: Why Meta's AI strategy sparked a market misread"	"Reports that Meta is considering leasing out idle AI computing capacity have rattled investors. But treating Meta's predicament as a warning sign for the entire AI industry is a classic case of overgeneralization."	"AI"	"2026-07-13"	"https://www.digitimes.com/news/a20260713PD235/meta-market-capacity-infrastructure-business.html"
"6"	"Channel NewsAsia"	"Commentary: AI has changed the way my students write and that worries me"	"The problem is when students begin to believe that having access to well-phrased answers is the same as developing genuine knowledge, says university lecturer Kennedy Albar."	"AI"	"2026-07-13"	"https://www.channelnewsasia.com/commentary/chatgpt-ai-change-way-students-write-concerns-6237431"
"7"	"Channel NewsAsia"	"Commentary: SK Hynix is a golden goose. It has to lay more eggs"	"The chipmaker’s blockbuster US listing signals South Korea’s arrival on the global economic stage, but retail investors should tread carefully, says Shuli Ren for Bloomberg Opinion."	"Semiconductor"	"2026-07-13"	"https://www.channelnewsasia.com/commentary/sk-hynix-shares-stock-market-south-korea-chips-6250521"
"8"	"Electronics Weekly"	"Intel puts $5.7bn into Leixlip"	"Intel today announced a $5.7 billion capital investment in Fab 34 at Leixlip, Ireland, to retrofit the fab for the Intel 3 process. Intel is scaling capacity in Ireland to ... The post Intel puts $5.7bn into Leixlip appeared first on Electronics Weekly ."	"Electronics, Semiconductor"	"2026-07-13"	"https://www.electronicsweekly.com/news/business/intel-puts-5-7bn-into-leixlip-2026-07/"
"9"	"Electronics Weekly"	"China’s Massive Battery Build Capacity"	"China’s grid-scale battery energy storage capacity surged from just 2.4 gigawatts in 2020 to more than 140 gigawatts in 2025 – far ahead of the United States, which reached roughly 57 ... The post China’s Massive Battery Build Capacity appeared first on Electronics Weekly ."	"Electronics"	"2026-07-13"	"https://www.electronicsweekly.com/blogs/mannerisms/manuf/chinas-massive-battery-build-capacity-2026-07/"
"10"	"Tech in Asia"	"Zhipu AI shifts focus to AGI research"	"Co-founder Tang Jie said Zhipu would spend the next two years on AGI-related research, including autonomous AI agents and AI safety."	"AI"	"2026-07-13"	"https://www.techinasia.com/zhipu-ai-didi-partner-agi-chinas-mobility-sector"
"11"	"Tech in Asia"	"South Korea to prioritize chips, AI in record 2027 budget"	"Budget Minister Park Hong-keun said the plan would be financed through higher tax receipts and spending cuts."	"AI, Semiconductor"	"2026-07-13"	"https://www.techinasia.com/ai-boom-drives-taiwan-exports-403-june"
"12"	"Nikkei Asia"	"AI-driven 'chipflation' puts chill on electronics purchases"	"AI-driven 'chipflation' puts chill on electronics purchases"	"Electronics, Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/ai-driven-chipflation-puts-chill-on-electronics-purchases"
"13"	"Nikkei Asia"	"Japan voice actor fights clones with AI of his own"	"Japan voice actor fights clones with AI of his own"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/japan-voice-actor-fights-clones-with-ai-of-his-own"
"14"	"Nikkei Asia"	"Japan's soaring AI stocks push smaller firms out of Topix index"	"Japan's soaring AI stocks push smaller firms out of Topix index"	"AI"	""	"https://asia.nikkei.com/business/markets/equities/japan-s-soaring-ai-stocks-push-smaller-firms-out-of-topix-index"
