"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Where enterprise AI comes together"	"Meet the partners shaping this year’s conference."	"AI"	"2026-09-14"	"https://www.techinasia.com/conference-enterprise-ai"
"2"	"DigiTimes"	"South Korea broadens espionage law to counter rising tech leaks"	"South Korea's revised Criminal Act took effect September 13, extending the scope of espionage offenses from acts benefiting North Korea to those benefiting any foreign country or equivalent organization, as South Korea strengthens protection of semiconductors and other strategic technologies."	"Semiconductor"	"2026-09-14"	"https://www.digitimes.com/news/a20260914VL210/technology-samsung-north-korea-cxmt.html"
"3"	"DigiTimes"	"LG Display's AI transformation turns employees into AI builders, yielding 450+ in-house projects"	"LG Display announced on September 13 that it is expanding its company-wide artificial intelligence transformation (AX) initiative by scaling up its ""AX SQUAD"" program. Designed to empower employees across all operational tiers to build their own workflow automation solutions, the initiative bridges frontline operationa"	"AI, Automation"	"2026-09-14"	"https://www.digitimes.com/news/a20260914VL211/lg-display-staff-software.html"
"4"	"DigiTimes"	"Taiwan taps Amazon Leo for next-generation government satellite network"	"Two Beyond 5G low-Earth orbit (LEO) satellites being developed by the Taiwan Space Agency (TASA) under a National Science and Technology Council (NSTC) program, along with four LEO communications satellites awarded to Wistron and Compal Electronics under an NT$1.178 billion (approx. US$37 million) contract, will not be"	"Electronics"	"2026-09-14"	"https://www.digitimes.com/news/a20260914PD215/amazon-leo-satellite-5g-taiwan-government.html"
"5"	"Tech in Asia"	"Hey Siri, split my rupiah bill"	"Apple’s AI is getting more personal — and more expensive. Plus, we get pitched by an AI agent, and the AI doomer drama continues."	"AI"	"2026-09-14"	"https://www.techinasia.com/hey-siri-split-rupiah-bill"
"6"	"Channel NewsAsia"	"Asia’s airport ecosystem: Ready for take-off"	"From automation to new terminals, industry leaders at Passenger Terminal Expo Asia will explore how airports can keep pace with the region’s rapid aviation growth."	"Automation"	"2026-09-14"	"https://www.channelnewsasia.com/advertorial/asias-airport-ecosystem-ready-take-6373896"
"7"	"EE Times Asia"	"DB HiTek Qualifies 1,200V SiC MOSFET Process on 8in Wafers"	"DB HiTek targets 2027 volume production as it advances 8-inch SiC process technology. The post DB HiTek Qualifies 1,200V SiC MOSFET Process on 8in Wafers appeared first on EE Times Asia ."	"Semiconductor"	"2026-09-13"	"https://www.eetasia.com/db-hitek-qualifies-1200v-sic-mosfet-process-on-8in-wafers/"
"8"	"EE Times Asia"	"AI Drives New Semiconductor Patent Race Across Computing, Memory and Custom Silicon"	"AI workloads are accelerating semiconductor patent activity, reshaping competition across architectures, memory, GPUs and inference technologies. The post AI Drives New Semiconductor Patent Race Across Computing, Memory and Custom Silicon appeared first on EE Times Asia ."	"Semiconductor, AI"	"2026-09-13"	"https://www.eetasia.com/ai-drives-new-semiconductor-patent-race-across-computing-memory-and-custom-silicon/"
"9"	"Nikkei Asia"	"Tech stocks slump in Asia, driven by AI safety concerns"	"Tech stocks slump in Asia, driven by AI safety concerns"	"AI"	""	"https://asia.nikkei.com/business/markets/tech-stocks-slump-in-asia-driven-by-ai-safety-concerns"
"10"	"Nikkei Asia"	"TDK to ramp up production of electronic components for AI servers"	"TDK to ramp up production of electronic components for AI servers"	"AI"	""	"https://asia.nikkei.com/business/technology/tdk-to-ramp-up-production-of-electronic-components-for-ai-servers"
