"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Meta releases Muse Spark 1.3 with coding upgrades"	"The release comes as Meta increases spending on AI infrastructure and hiring to strengthen its position against OpenAI and Anthropic."	"AI"	"2026-09-02"	"https://www.techinasia.com/meta-unveils-muse-glimmer-singlegpu"
"2"	"DigiTimes"	"CPO material race widens as Taiwan eyes key role"	"At the Semicon Network Summit 2026, speakers from Marvell, the Netherlands Organisation for Applied Scientific Research's Holst Centre, the UK Semiconductor Centre, and the Taiwan Semiconductor Industry Association (TSIA) discussed the future of silicon photonics (SiPh). They said the industry's bottlenecks have shifte"	"Semiconductor"	"2026-09-02"	"https://www.digitimes.com/news/a20260902PD244/2026-taiwan-semicon-marvell-cpo.html"
"3"	"DigiTimes"	"Auras sees ASIC revenue reaching 50% in 2027, eyes microchannel cooling production in 2028"	"Cooling specialist Auras Technology is expanding from GPU platforms to ASIC-related products as its next growth driver, amid the ongoing shift toward liquid cooling in AI servers, with chairman Steve Lin highlighting sustained progress in projects for major international cloud service providers (CSP) such as AWS and Me"	"AI"	"2026-09-02"	"https://www.digitimes.com/news/a20260902PD234/cooling-auras-production-revenue-2027.html"
"4"	"DigiTimes"	"JPC Connectivity sees AI demand driving orders into 2027 as margins benefit from longer lead times"	"JPC Connectivity said demand tied to artificial intelligence infrastructure continued to strengthen in the second quarter of 2026, lifting orders for optical communications, high-speed transmission, and high-power products. The connector and cable maker said visibility now stretched into 2027, and in some cases into 20"	"AI"	"2026-09-02"	"https://www.digitimes.com/news/a20260902PD226/jpc-demand-2027-infrastructure-2026.html"
"5"	"Channel NewsAsia"	"Uber and AI-firm Wayve launch London's first robotaxis"	"Uber and AI-firm Wayve launch London's first robotaxis"	"Automation"	"2026-09-02"	"https://www.channelnewsasia.com/business/uber-and-ai-firm-wayve-launch-londons-first-robotaxis-6358941"
"6"	"EE Times Asia"	"How AI-Powered Sensor Fusion Improves Drone Navigation and Detection"	"Drones and counter-drone systems rarely rely on one sensor. By fusing radar, optical, LiDAR, and inertial data with real-time AI algorithms, sensor fusion turns partial signals into one reliable picture—improving navigation, obstacle avoidance, target tracking, and threat classification in GPS-denied or visually clutte"	"AI"	"2026-09-02"	"https://www.eetasia.com/embeddedblog-how-ai-powered-sensor-fusion-improves-drone-navigation-and-detection/"
"7"	"EE Times Asia"	"How AI Infrastructure Spans Multiple Semiconductor Process Nodes"	"AI infrastructure increasingly depends on multiple fabs and semiconductor technologies converging through advanced packaging, power, memory, and connectivity. The post How AI Infrastructure Spans Multiple Semiconductor Process Nodes appeared first on EE Times Asia ."	"Semiconductor, AI"	"2026-09-02"	"https://www.eetasia.com/embeddedblog-how-ai-infrastructure-spans-multiple-semiconductor-process-nodes/"
"8"	"Tech in Asia"	"US AI startup Cognition in talks to raise $1b at $47b valuation"	"Investors have indicated nearly US$10 billion of interest in the round."	"AI"	"2026-09-02"	"https://www.techinasia.com/us-ai-coding-startup-cognition-raises-over-1b"
"9"	"Tech in Asia"	"Dell shares jump 10% after raising revenue outlook"	"Dell’s AI server backlog reached US$95 billion at the end of its fiscal second quarter."	"AI"	"2026-09-02"	"https://www.techinasia.com/dell-adds-corporate-clients-infrastructure-ai-gear"
"10"	"EE Times Asia"	"Microchip Shrinks PolarFire Ethernet Sensor Bridge for Edge AI Systems"	"Microchip's second-generation sensor bridge cuts board size while expanding camera support and Ethernet connectivity for edge AI applications. The post Microchip Shrinks PolarFire Ethernet Sensor Bridge for Edge AI Systems appeared first on EE Times Asia ."	"AI, Semiconductor"	"2026-08-31"	"https://www.eetasia.com/embeddednews-microchip-shrinks-polarfire-ethernet-sensor-bridge-for-edge-ai-systems/"
"11"	"Nikkei Asia"	"'Cyborg' rescue roaches take another leap forward with AI"	"'Cyborg' rescue roaches take another leap forward with AI"	"AI"	""	"https://asia.nikkei.com/business/technology/cyborg-rescue-roaches-take-another-leap-forward-with-ai"
"12"	"Nikkei Asia"	"Marubeni should focus on long-term needs, not chase chip trends: CEO"	"Marubeni should focus on long-term needs, not chase chip trends: CEO"	"Semiconductor"	""	"https://asia.nikkei.com/editor-s-picks/interview/marubeni-should-focus-on-long-term-needs-not-chase-chip-trends-ceo"
"13"	"Nikkei Asia"	"More memory chips not the solution to AI bottlenecks: Microsoft exec"	"More memory chips not the solution to AI bottlenecks: Microsoft exec"	"AI, Semiconductor"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/more-memory-chips-not-the-solution-to-ai-bottlenecks-microsoft-exec"
