"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Intel-backed Articul8 eyes up to $50m for India AI unit"	"Articul8 said intellectual property generated through the heritage initiative would remain in India while licensing core technology from the parent company."	"technology,  ai "	"2026-06-09"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"2"	"EE Times Asia"	"Universal Display Strengthens China Presence with New OLED Technology and Innovation Center"	"The new facility marks an important milestone in Universal Display's continued expansion in the region and its commitment to supporting the next phase of OLED innovation. The post Universal Display Strengthens China Presence with New OLED Technology and Innovation Center appeared first on EE Times Asia ."	"technology"	"2026-06-09"	"https://www.eetasia.com/universal-display-strengthens-china-presence-with-new-oled-technology-and-innovation-center/"
"3"	"Tech in Asia"	"Apple rolls out revamped Siri with AI upgrades"	"Apple said the new Siri will launch in beta this fall, in English first, after the company delayed features from its 2024 Apple Intelligence preview."	" ai "	"2026-06-09"	"https://www.techinasia.com/apple-ramps-ai-investment-lifts-share"
"4"	"Tech in Asia"	"SpaceX IPO may fuel AI satellite expansion: report"	"TrendForce said SpaceX’s push into direct-to-cell services and orbital computing could benefit suppliers of antenna modules."	" ai "	"2026-06-09"	"https://www.techinasia.com/spacex-ipo-could-make-elon-musk-first-trillionaire"
"5"	"Channel NewsAsia"	"Ahead of SpaceX IPO, Musk says AI satellites will use mostly existing technology"	"Ahead of SpaceX IPO, Musk says AI satellites will use mostly existing technology"	"technology,  ai "	"2026-06-09"	"https://www.channelnewsasia.com/business/ahead-spacex-ipo-musk-says-ai-satellites-will-use-mostly-existing-technology-6170216"
"6"	"Channel NewsAsia"	"Siri AI, Apple Intelligence, child safety tools: Key takeaways from Apple’s WWDC"	"Apple unveiled Siri AI, expanded Apple Intelligence and integrated new AI features across its apps. The company also introduced enhanced child safety tools, upgraded photo editing features and expanded Liquid Glass customisation."	" ai "	"2026-06-09"	"https://www.channelnewsasia.com/living/apple-wwdc-2026-siri-ai-child-safety-tools-6169861"
"7"	"EE Times Asia"	"Why Semiconductor Manufacturers are Rethinking MES"	"AI-ready MES platforms are becoming essential for quality, agility, and control as semiconductor manufacturing expands across Southeast Asia. The post Why Semiconductor Manufacturers are Rethinking MES appeared first on EE Times Asia ."	"semiconductor, manufacturing"	"2026-06-08"	"https://www.eetasia.com/why-semiconductor-manufacturers-are-rethinking-mes/"
"8"	"EE Times Asia"	"Semiconductor Equipment Billings Jump 14% YoY in 1Q 2026"	"Record quarterly billings were driven by continued AI-related investment, including capacity expansion and technology upgrades supporting leading-edge logic, DRAM, and advanced packaging. The post Semiconductor Equipment Billings Jump 14% YoY in 1Q 2026 appeared first on EE Times Asia ."	"semiconductor, technology"	"2026-06-08"	"https://www.eetasia.com/semiconductor-equipment-billings-jump-14-yoy-in-1q-2026/"
"9"	"DigiTimes"	"Semiconductors"	"Semiconductors"	"semiconductor"	""	"https://www.digitimes.com/topic/semiconductors/"
"10"	"DigiTimes"	"Samsung Foundry turns to 5nm, 8nm orders as 2nm comeback takes shape"	"Samsung Foundry turns to 5nm, 8nm orders as 2nm comeback takes shape"	"foundry"	""	"https://www.digitimes.com/news/a20260605VL203/samsung-2nm-samsung-foundry-5nm-tesla.html"
"11"	"DigiTimes"	"SK Hynix speeds Yongin fab buildout as memory crunch fuels capacity race"	"SK Hynix speeds Yongin fab buildout as memory crunch fuels capacity race"	"fab"	""	"https://www.digitimes.com/news/a20260518VL210/sk-hynix-fab-capacity-demand-production.html"
"12"	"Nikkei Asia"	"Sony eyes rebound from Xperia smartphone stumble with AI camera functions"	"Sony eyes rebound from Xperia smartphone stumble with AI camera functions"	" ai "	""	"https://asia.nikkei.com/business/electronics/sony-eyes-rebound-from-xperia-smartphone-stumble-with-ai-camera-functions"
"13"	"Nikkei Asia"	"Apple, Google team on AI as Apple Intelligence awaits China approval"	"Apple, Google team on AI as Apple Intelligence awaits China approval"	" ai "	""	"https://asia.nikkei.com/business/technology/apple-google-team-on-ai-as-apple-intelligence-awaits-china-approval"
"14"	"Nikkei Asia"	"Nvidia's Jensen Huang charms South Korea, clinching AI factory deal with SK"	"Nvidia's Jensen Huang charms South Korea, clinching AI factory deal with SK"	" ai "	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/nvidia-s-jensen-huang-charms-south-korea-clinching-ai-factory-deal-with-sk"
"15"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"technology, artificial intelligence, chip"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"16"	"KED Global"	"South Korean ETF issuers in space race to ride SpaceX IPO buzz"	"South Korean asset managers are rushing to launch new exchange-traded funds tied to both established and emerging space technology companies, seeking"	"technology"	""	"https://www.kedglobal.com/korean-stock-market/newsView/ked202604140004"
"17"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	" ai "	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
