"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"GitLab 19.4 adds agentic automation tools"	"GitLab also launched Model Context Protocol (MCP) server tools in public beta under GitLab Duo Agent Platform."	"Automation"	"2026-09-18"	"https://www.techinasia.com/anthropic-launches-claude-code-for-developers-in-slack"
"2"	"Channel NewsAsia"	"OpenAI launches legal-focused AI platform, escalating race for law firm users"	"OpenAI launches legal-focused AI platform, escalating race for law firm users"	"AI"	"2026-09-17"	"https://www.channelnewsasia.com/business/openai-launches-legal-focused-ai-platform-escalating-race-law-firm-users-6393286"
"3"	"Channel NewsAsia"	"Anthropic says Claude now leads a quarter of work building its next AI models"	"Anthropic says Claude now leads a quarter of work building its next AI models"	"AI"	"2026-09-17"	"https://www.channelnewsasia.com/business/anthropic-says-claude-now-leads-quarter-work-building-its-next-ai-models-6393291"
"4"	"Channel NewsAsia"	"OpenAI, Microsoft executives' quotes on AI training threaten copyright defense, news outlets argue"	"OpenAI, Microsoft executives' quotes on AI training threaten copyright defense, news outlets argue"	"AI"	"2026-09-17"	"https://www.channelnewsasia.com/business/openai-microsoft-executives-quotes-ai-training-threaten-copyright-defense-news-outlets-argue-6393266"
"5"	"DigiTimes"	"DeepSeek engineer's warning suggests AI may reshape, not simply eliminate, technical work"	"A DeepSeek engineer's viral reflection on AI's rapid progress has reignited debate over whether artificial intelligence will replace human workers or redefine their roles. His comments suggest the immediate risk for software engineers may be less about layoffs and more about a swift shift in how technical work is done."	"AI"	"2026-09-17"	"https://www.digitimes.com/news/a20260917PD214/deepseek-development-design.html"
"6"	"DigiTimes"	"Winbond's Infineon buyout puts GigaDevice under pressure"	"Winbond Electronics' US$1.12 billion acquisition of Infineon's NOR Flash and ferroelectric RAM (F-RAM) businesses has drawn close attention from China's semiconductor industry."	"Semiconductor, Electronics"	"2026-09-17"	"https://www.digitimes.com/news/a20260917PD221/infineon-winbond-gigadevice-acquisition-2027.html"
"7"	"Tech in Asia"	"Huawei launches AI computing system amid US export controls"	"Huawei says its agentic SuperCluster can scale to 1 million NPUs."	"AI"	"2026-09-17"	"https://www.techinasia.com/huawei-isoftstone-unveil-guangxi-ai-platform"
"8"	"DigiTimes"	"Physical AI drives autonomous driving upgrade; three efficiency factors lift AI accelerator demand"	"End-to-end autonomous driving has become the mainstream technology path, and the inference demand created by Physical AI in autonomous driving systems is, in turn, reshaping automotive system-on-chip (SoC) design."	"AI, Semiconductor"	"2026-09-17"	"https://www.digitimes.com/news/a20260917RS400/automotive-soc-accelerator-autonomous-driving-demand-efficiency.html?chid=2"
"9"	"EE Times Asia"	"Global Edge AI Ecosystem Converges in Taipei for EDGE AI Taipei 2026 This October"	"The EDGE AI Taipei 2026 will connect global technology companies with Taiwan’s expanding edge AI ecosystem. The post Global Edge AI Ecosystem Converges in Taipei for EDGE AI Taipei 2026 This October appeared first on EE Times Asia ."	"AI"	"2026-09-17"	"https://www.eetasia.com/global-edge-ai-ecosystem-converges-in-taipei-for-edge-ai-taipei-2026-this-october/"
"10"	"Tech in Asia"	"ZTE-backed Nubia taps CXMT for mobile memory"	"Nubia’s phone went on sale on September 16 with ByteDance’s Doubao AI assistant."	"AI"	"2026-09-17"	"https://www.techinasia.com/chinas-cxmt-enters-high-end-memory-race-with-samsung-sk-hynix"
"11"	"Nikkei Asia"	"Toyota to deploy 400,000 humanoid robots to work alongside factory staff"	"Toyota to deploy 400,000 humanoid robots to work alongside factory staff"	"Automation"	""	"https://asia.nikkei.com/business/technology/toyota-to-deploy-400-000-humanoid-robots-to-work-alongside-factory-staff"
"12"	"Nikkei Asia"	"Taiwan dollar, South Korea won strong among Asia currencies as AI booms"	"Taiwan dollar, South Korea won strong among Asia currencies as AI booms"	"AI"	""	"https://asia.nikkei.com/business/markets/currencies/taiwan-dollar-south-korea-won-strong-among-asia-currencies-as-ai-booms"
"13"	"Nikkei Asia"	"Applied Materials to invest $5bn in India as country ups chip support"	"Applied Materials to invest $5bn in India as country ups chip support"	"Semiconductor"	""	"https://asia.nikkei.com/business/tech/semiconductors/applied-materials-to-invest-5bn-in-india-as-country-ups-chip-support"
