"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"South Korean Smilegate hits $40m initial close for AI fund"	"Smilegate Investment, founded in 1999 and managing about 900 billion won (US$585 million)."	"AI"	"2026-06-23"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"2"	"DigiTimes"	"China's chip-equipment push starts to weigh on Japanese suppliers"	"China's push to build a domestic semiconductor equipment industry is beginning to cut into revenue at major Japanese toolmakers, with five major Japanese suppliers posting a combined 12% drop in China sales for the fiscal year ended March 2026, Nikkei reported."	"Semiconductor"	"2026-06-23"	"https://www.digitimes.com/news/a20260622VL212/equipment-revenue-2026-euv-sales.html"
"3"	"DigiTimes"	"AI server VRM shifts drive power shortages and stretch lead times past 6 months"	"The AI boom is accelerating upgrades in thermal management and power management, and it is also triggering a revolution in voltage regulator module (VRM) architecture, with workloads pushing the industry from doubler-based designs to direct native multi-phase control. Industry insiders say the growing shortage of power"	"AI"	"2026-06-23"	"https://www.digitimes.com/news/a20260623PD235/ai-server-power-components-management-demand.html"
"4"	"DigiTimes"	"VFT targets semiconductors, foldable display, energy materials"	"Optical film and nano-coating materials developer Victory For Technology (VFT) is focusing on three key areas — AI and semiconductor processes, foldable displays, and key new-energy materials — as it deepens R&D and product deployment to capture emerging opportunities in the global supply chain."	"Semiconductor, AI"	"2026-06-23"	"https://www.digitimes.com/news/a20260622PD233/materials-foldable-technology-demand-equipment.html"
"5"	"Tech in Asia"	"Meta pressed to submit AI models for federal review"	"Meta is the only major US AI developer yet to agree to voluntary federal model review."	"AI"	"2026-06-23"	"https://www.techinasia.com/meta-cuts-operational-ties-with-manus-after-deal-reversal"
"6"	"Tech in Asia"	"Blackstone to invest $30b in Japan AI data centers"	"Gray said Blackstone is in talks to develop data center facilities in Japan with capacity of more than 1 gigawatt."	"AI"	"2026-06-23"	"https://www.techinasia.com/blackstone-targets-17b-data-center-ipo"
"7"	"EE Times Asia"	"DigiKey Sponsors AIoT Design Challenge 2026"	"The AIoT Design Challenge 2026 aims to foster innovation at the intersection of AI and the Internet of Things. The post DigiKey Sponsors AIoT Design Challenge 2026 appeared first on EE Times Asia ."	"AI"	"2026-06-23"	"https://www.eetasia.com/digikey-sponsors-aiot-design-challenge-2026/"
"8"	"EE Times Asia"	"Brewer Science to Acquire Heraeus Epurio’s Semiconductor Chemical Business"	"The acquisition strengthens Brewer Science's ability to support semiconductor customers with highly specialized, ultrapure chemical solutions. The post Brewer Science to Acquire Heraeus Epurio’s Semiconductor Chemical Business appeared first on EE Times Asia ."	"Semiconductor"	"2026-06-23"	"https://www.eetasia.com/brewer-science-to-acquire-heraeus-epurios-semiconductor-chemical-business/"
"9"	"EE Times Asia"	"Why Cadence Sees AI Super Agents as the Next Semiconductor Productivity Engine"	"Cadence believes autonomous AI agents will become essential as semiconductor complexity outpaces engineering workforce growth. The post Why Cadence Sees AI Super Agents as the Next Semiconductor Productivity Engine appeared first on EE Times Asia ."	"Semiconductor, AI"	"2026-06-23"	"https://www.eetasia.com/why-cadence-sees-ai-super-agents-as-the-next-semiconductor-productivity-engine/"
"10"	"Nikkei Asia"	"Blackstone to invest $30bn in Japan AI data centers: president"	"Blackstone to invest $30bn in Japan AI data centers: president"	"AI"	""	"https://asia.nikkei.com/editor-s-picks/interview/blackstone-to-invest-30bn-in-japan-ai-data-centers-president"
"11"	"Nikkei Asia"	"SoftBank to build AI servers at old Sharp plant starting in fiscal 2027"	"SoftBank to build AI servers at old Sharp plant starting in fiscal 2027"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/softbank-to-build-ai-servers-at-old-sharp-plant-starting-in-fiscal-2027"
"12"	"Nikkei Asia"	"Private bank LGT sees AI and inflation as Japan tailwinds"	"Private bank LGT sees AI and inflation as Japan tailwinds"	"AI"	""	"https://asia.nikkei.com/editor-s-picks/interview/private-bank-lgt-sees-ai-and-inflation-as-japan-tailwinds"
"13"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"14"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"15"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
