"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Tech in Asia"	"Japan taxi app Go raises $553m in biggest IPO this year"	"The company said it would use the funds for robotaxi research and development."	"Automation"	"2026-06-20"	"https://www.techinasia.com/goldmanbacked-japan-taxi-app-prices-ipo-top"
"2"	"DigiTimes"	"Samsung weighs Boston Dynamics stake as humanoid AI race heats up"	"Samsung Electronics is reportedly reviewing the possibility of investing in Boston Dynamics, the US robotics company controlled by Hyundai Motor Group."	"Electronics, AI, Automation"	"2026-06-20"	"https://www.digitimes.com/news/a20260618PD217/samsung-boston-dynamics-robotics-hyundai-robot.html"
"3"	"DigiTimes"	"Google DeepMind maps four paths from AGI to ASI"	"Over the past decade, advances in artificial intelligence (AI) have repeatedly exceeded market expectations. Artificial general intelligence (AGI), once largely confined to the realms of science fiction, has become an explicit long-term objective for many leading AI organizations."	"AI"	"2026-06-20"	"https://www.digitimes.com/news/a20260618PD209/agi-deepmind-google-development-data.html"
"4"	"DigiTimes"	"Taiwan LED makers look beyond lighting to AI optical communication"	"Taiwan's LED industry is moving beyond lighting components into AI optical communication, Micro LED, sensing, and high-end optoelectronic semiconductor applications. After years of oversupply, price wars, and restructuring, local LED makers are seeking a new role in the global supply chain as AI data centers accelerate"	"Semiconductor, AI"	"2026-06-20"	"https://www.digitimes.com/news/a20260618PD201/taiwan-lighting-technology-supply-chain-ennostar.html"
"5"	"Tech in Asia"	"US insurance firm UnitedHealth plans $3b AI rollout"	"UnitedHealth said it expected nearly US$1 billion in operating cost reductions this year, largely driven by AI."	"AI"	"2026-06-20"	"https://www.techinasia.com/endowus-ceo-gregory-van-optimistic-profitability"
"6"	"Tech in Asia"	"China launches 17-measure plan to drive AI adoption"	"The plan supports AI phones, smart homes, connected cars, wearables, AI glasses, and care and household robots."	"AI, Automation"	"2026-06-20"	"https://www.techinasia.com/ai-rules-sea-risks-fines"
"7"	"Nikkei Asia"	"Optical cable maker WCFO to add Cambodia capacity amid AI boom"	"Optical cable maker WCFO to add Cambodia capacity amid AI boom"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/optical-cable-maker-wcfo-to-add-cambodia-capacity-amid-ai-boom"
"8"	"Nikkei Asia"	"Japan targets $65bn in public-private physical AI investment by 2040"	"Japan targets $65bn in public-private physical AI investment by 2040"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/japan-targets-65bn-in-public-private-physical-ai-investment-by-2040"
"9"	"Nikkei Asia"	"The AI boom is quietly choking people in East Asia"	"The AI boom is quietly choking people in East Asia"	"AI"	""	"https://asia.nikkei.com/opinion/the-ai-boom-is-quietly-choking-people-in-east-asia"
"10"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"AI"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"11"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	"AI"	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
"12"	"KED Global"	"EuBiologics partners with Korea's health agency to develop Nipah virus vaccine candidate"	"EuBiologics Co., South Korea's vaccine-focused biotechnology company, is developing a vaccine candidate against the Nipah virus, an infectious disease"	"Biotechnology"	""	"https://www.kedglobal.com/bio-pharma/newsView/ked202603100001"
