"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Eight arrested in UK probe into men drugging, raping partners"	"Since the 2025 conviction of Dominique Pelicot for drugging and orchestrating the rape of his then-wife, Gisele Pelicot, similar cases have surfaced across Europe."	""	"2026-07-02"	"https://www.channelnewsasia.com/world/eight-arrested-in-uk-probe-men-drugging-raping-partners-6229196"
"2"	"Channel NewsAsia"	"Kioxia readies next-gen memory mass production as AI boom fuels dramatic comeback"	"Kioxia readies next-gen memory mass production as AI boom fuels dramatic comeback"	"AI"	"2026-07-02"	"https://www.channelnewsasia.com/business/kioxia-readies-next-gen-memory-mass-production-ai-boom-fuels-dramatic-comeback-6229061"
"3"	"EE Times Asia"	"Mouser Discusses Distribution Strategies for AI-Driven Electronics Supply Chains"	"Mouser Electronics outlines evolving distribution strategies supporting AI demand, regional manufacturing shifts, and engineering development across Asia. The post Mouser Discusses Distribution Strategies for AI-Driven Electronics Supply Chains appeared first on EE Times Asia ."	"Electronics, AI, Logistics"	"2026-07-02"	"https://www.eetasia.com/mouser-discusses-distribution-strategies-for-ai-driven-electronics-supply-chains/"
"4"	"DigiTimes"	"Nvidia and nuclear energy startup Valar test microreactor to power AI data center"	"Nuclear energy startup Valar Atomics said on July 1 it is partnering with Nvidia to develop a small data center in Utah, an effort the companies say will demonstrate how computing facilities needed for artificial intelligence can conserve water."	"AI"	"2026-07-02"	"https://www.digitimes.com/news/a20260702VL212/nvidia-data-center-nuclear-startup.html"
"5"	"Tech in Asia"	"Lowering customer acquisition cost through AI simulation"	"AIPath links product, engineering, sales, and marketing into one connected causal model to rank growth options before execution."	"AI"	"2026-07-02"	"https://www.techinasia.com/lowering-customer-acquisition-cost-ai-simulation"
"6"	"DigiTimes"	"Passive component suppliers regain momentum on AI server and auto demand"	"Taiwan's passive component suppliers are entering the second half of 2026 with stronger order momentum, as demand from AI data centers, networking equipment, power systems, and automotive electronics helps offset earlier pressure from volatile metal prices and weaker consumer electronics planning."	"Electronics, AI"	"2026-07-02"	"https://www.digitimes.com/news/a20260702PD220/component-demand-passive-taiwan-2026.html"
"7"	"DigiTimes"	"Analysis: How long can memory's AI-driven boom last?"	"The global memory market is enjoying one of its most profitable cycles in years. AI data center demand has driven DRAM and NAND prices sharply higher, and the three companies that dominate global supply — Micron, Samsung, and SK Hynix — are posting results that would have seemed unlikely two years ago."	"AI"	"2026-07-02"	"https://www.digitimes.com/news/a20260701VL221/memory-chips-dram-demand-micron-sk-hynix-samsung.html"
"8"	"Tech in Asia"	"SK hynix plans $64b Cheongju chip expansion"	"SK hynix said the packaging plant will focus on advanced packaging that combines chips into a single high-density unit."	""	"2026-07-02"	"https://www.techinasia.com/sk-hynix-seeks-listing-early-august-sources"
"9"	"Tech in Asia"	"SG robotics accelerator cohort sees $125m raise, exit"	"Launched in 2025, RoboNexus is an accelerator program for Singapore robotics startups and small and medium-sized enterprises."	"Automation"	"2026-07-02"	"https://www.techinasia.com/capital-hsbc-helps-seas-startups-scale"
"10"	"Nikkei Asia"	"Japan eyes AI-powered comeback in factory robot race with China, Europe"	"Japan eyes AI-powered comeback in factory robot race with China, Europe"	"Automation"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/japan-eyes-ai-powered-comeback-in-factory-robot-race-with-china-europe"
"11"	"Nikkei Asia"	"Asahi Kasei to build Taiwan processing plant for AI chip material"	"Asahi Kasei to build Taiwan processing plant for AI chip material"	"AI"	""	"https://asia.nikkei.com/business/tech/semiconductors/asahi-kasei-to-build-taiwan-processing-plant-for-ai-chip-material"
