"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Anthropic investor Lonsdale says AI firms stoking fear to sway policy"	"Anthropic investor Lonsdale says AI firms stoking fear to sway policy"	"AI"	"2026-09-25"	"https://www.channelnewsasia.com/business/anthropic-investor-lonsdale-says-ai-firms-stoking-fear-sway-policy-6411856"
"2"	"EE Times Asia"	"SSIA, BOM Partner to Expand Singapore-Netherlands Semiconductor Links"	"SSIA and BOM will connect semiconductor companies to strengthen supply chains and expand technology partnerships. The post SSIA, BOM Partner to Expand Singapore-Netherlands Semiconductor Links appeared first on EE Times Asia ."	"Semiconductor, Logistics"	"2026-09-25"	"https://www.eetasia.com/ssia-bom-partner-to-expand-singapore-netherlands-semiconductor-links/"
"3"	"DigiTimes"	"Singapore deepens chip R&D ties with Applied Materials, KLA and GlobalFoundries"	"Singapore is deepening semiconductor R&D ties with Applied Materials, KLA, GlobalFoundries (GF) and other industry players across advanced packaging and silicon photonics, as the city-state builds on its manufacturing base to strengthen technology development, validation and commercialization."	"Semiconductor"	"2026-09-25"	"https://www.digitimes.com/news/a20260925PD201/kla-applied-materials-globalfoundries-manufacturing-silicon.html"
"4"	"DigiTimes"	"Dutch PM presses US to avoid tighter ASML China curbs"	"Dutch Prime Minister Rob Jetten is pressing Washington to avoid another round of export restrictions on ASML's China business as US lawmakers pursue legislation that could tighten controls on the chip-equipment maker's immersion lithography systems and servicing activities."	"Semiconductor"	"2026-09-25"	"https://www.digitimes.com/news/a20260925VL203/dutch-asml-sales-equipment-revenue.html"
"5"	"DigiTimes"	"Interview: Intel director talks physical AI, business models, and robotics' future"	"Physical AI is accelerating like never before. Autonomous intelligent machines can walk, run, fly, swim, and assemble car parts in under a minute. New advances in AI models and technologies like dexterous hands are also pushing the boundaries of how smart and useful humanoids can be."	"AI, Automation"	"2026-09-25"	"https://www.digitimes.com/news/a20260923VL223/intel-business-robotics-commercial-hardware.html"
"6"	"Tech in Asia"	"Thailand approves first chip plan, targets $80b"	"The BOI said it received 879 investment-promotion applications worth about US$27.2 billion from 2023."	"Semiconductor"	"2026-09-25"	"https://www.techinasia.com/german-semiconductor-hub-saxony-seeks-korean-chip-investment"
"7"	"Tech in Asia"	"Google Cloud, BNP Paribas expand partnership on AI"	"BNP Paribas said it planned to integrate Gemini models into its internal assistant LLM@CIB."	"AI"	"2026-09-25"	"https://www.techinasia.com/largest-ai-infra-debt-to-fund-38b-oracle-data-centers-projects"
"8"	"Nikkei Asia"	"Japan herbal remedy makers seek to reduce China from supply chain"	"Japan herbal remedy makers seek to reduce China from supply chain"	"Logistics"	""	"https://asia.nikkei.com/spotlight/supply-chain/japan-herbal-remedy-makers-seek-to-reduce-china-from-supply-chain"
"9"	"Nikkei Asia"	"Sony chip unit orders 8,000 workers back to office for physical AI push"	"Sony chip unit orders 8,000 workers back to office for physical AI push"	"AI, Semiconductor"	""	"https://asia.nikkei.com/spotlight/work/sony-chip-unit-orders-8-000-workers-back-to-office-for-physical-ai-push"
"10"	"Nikkei Asia"	"AI pioneer Schmidhuber to join Japan's Sakana AI as science adviser"	"AI pioneer Schmidhuber to join Japan's Sakana AI as science adviser"	"AI"	""	"https://asia.nikkei.com/business/technology/artificial-intelligence/ai-pioneer-schmidhuber-to-join-japan-s-sakana-ai-as-science-adviser"
