"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Amazon, Corning sign multi-billion-dollar deal to boost fiber optics manufacturing in US"	"Amazon, Corning sign multi-billion-dollar deal to boost fiber optics manufacturing in US"	"manufacturing"	"2026-06-08"	"https://www.channelnewsasia.com/business/amazon-corning-sign-multi-billion-dollar-deal-boost-fiber-optics-manufacturing-in-us-6169376"
"2"	"Channel NewsAsia"	"Alphabet taps Intel to make three million in-house chips, The Information reports"	"Alphabet taps Intel to make three million in-house chips, The Information reports"	"chip"	"2026-06-08"	"https://www.channelnewsasia.com/business/alphabet-taps-intel-make-three-million-in-house-chips-information-reports-6169321"
"3"	"Channel NewsAsia"	"UK sets out $1.5 billion AI hardware plan with supercomputer, chip funding"	"UK sets out $1.5 billion AI hardware plan with supercomputer, chip funding"	" ai , chip"	"2026-06-08"	"https://www.channelnewsasia.com/business/uk-sets-out-15-billion-ai-hardware-plan-supercomputer-chip-funding-6169286"
"4"	"Tech in Asia"	"Naver, Samsung SDS join South Korea’s AI project"	"The deployment will include 2,016 next-generation Vera Rubin units and 7,688 B300 units."	" ai "	"2026-06-08"	"https://www.techinasia.com/south-korea-govt-forms-ai-working-group-samsung-hyundai"
"5"	"Tech in Asia"	"Doosan expands Nvidia partnership into AI factories"	"The expanded cooperation will cover AI factory power infrastructure, compact equipment, and semiconductor materials."	"semiconductor,  ai "	"2026-06-08"	"https://www.techinasia.com/south-korea-vcs-step-up-direct-investments-in-silicon-valley"
"6"	"Tech in Asia"	"Ares-backed SG chip firm Silicon Box raises $77.5m"	"The Singapore-based semiconductor packaging company also said the facility includes an option to increase financing by another US$75 million."	"semiconductor, chip"	"2026-06-08"	"https://www.techinasia.com/cisco-to-launch-silicon-one-g300-chip-for-ai-data-centers"
"7"	"EE Times Asia"	"Semiconductor Equipment Billings Jump 14% YoY in 1Q 2026"	"Record quarterly billings were driven by continued AI-related investment, including capacity expansion and technology upgrades supporting leading-edge logic, DRAM, and advanced packaging. The post Semiconductor Equipment Billings Jump 14% YoY in 1Q 2026 appeared first on EE Times Asia ."	"semiconductor, technology"	"2026-06-08"	"https://www.eetasia.com/semiconductor-equipment-billings-jump-14-yoy-in-1q-2026/"
"8"	"EE Times Asia"	"Micron, MetAI Build SimReady Fab Twins on NVIDIA Omniverse for Semiconductor Physical AI"	"Collaboration creates simulation-ready semiconductor fab environments to support digital twins, automation, and AI-driven operations. The post Micron, MetAI Build SimReady Fab Twins on NVIDIA Omniverse for Semiconductor Physical AI appeared first on EE Times Asia ."	"semiconductor,  ai , automation"	"2026-06-08"	"https://www.eetasia.com/micron-metai-build-simready-fab-twins-on-nvidia-omniverse-for-semiconductor-physical-ai/"
"9"	"EE Times Asia"	"Longsys Unveils Edge AI Storage Portfolio at COMPUTEX 2026"	"Longsys introduced edge AI storage technologies designed to improve local LLM performance across devices globally. The post Longsys Unveils Edge AI Storage Portfolio at COMPUTEX 2026 appeared first on EE Times Asia ."	" ai "	"2026-06-08"	"https://www.eetasia.com/longsys-unveils-edge-ai-storage-portfolio-at-computex-2026/"
"10"	"DigiTimes"	"Semiconductors"	"Semiconductors"	"semiconductor"	""	"https://www.digitimes.com/topic/semiconductors/"
"11"	"DigiTimes"	"SK Hynix speeds Yongin fab buildout as memory crunch fuels capacity race"	"SK Hynix speeds Yongin fab buildout as memory crunch fuels capacity race"	"fab"	""	"https://www.digitimes.com/news/a20260518VL210/sk-hynix-fab-capacity-demand-production.html"
"12"	"DigiTimes"	"AMD's 2nm defection to Samsung dents TSMC's AI grip"	"AMD's 2nm defection to Samsung dents TSMC's AI grip"	" ai "	""	"https://www.digitimes.com/news/a20260511PD215/samsung-tsmc-amd-2nm-supply-chain.html"
"13"	"Nikkei Asia"	"Lee sets sights beyond chips for South Korea's next growth wave"	"Lee sets sights beyond chips for South Korea's next growth wave"	"chip"	""	"https://asia.nikkei.com/politics/lee-sets-sights-beyond-chips-for-south-korea-s-next-growth-wave"
"14"	"Nikkei Asia"	"Tin demand for AI servers to triple by 2030, analyst says"	"Tin demand for AI servers to triple by 2030, analyst says"	" ai "	""	"https://asia.nikkei.com/business/markets/commodities/tin-demand-for-ai-servers-to-triple-by-2030-analyst-says"
"15"	"Nikkei Asia"	"Frontier AI shock: Japan's analog layer offers a resilience lesson"	"Frontier AI shock: Japan's analog layer offers a resilience lesson"	" ai "	""	"https://asia.nikkei.com/opinion/frontier-ai-shock-japan-s-analog-layer-offers-a-resilience-lesson"
"16"	"KED Global"	"AI trade isn’t just about tech stocks but also power, TCW says"	"The artificial intelligence boom has sent investors racing into chipmakers, cloud providers and megacap technology stocks, but a more durable opportun"	"technology, artificial intelligence, chip"	""	"https://www.kedglobal.com/asset-management/newsView/ked202606010002"
"17"	"KED Global"	"South Korean ETF issuers in space race to ride SpaceX IPO buzz"	"South Korean asset managers are rushing to launch new exchange-traded funds tied to both established and emerging space technology companies, seeking"	"technology"	""	"https://www.kedglobal.com/korean-stock-market/newsView/ked202604140004"
"18"	"KED Global"	"No career ambition, no ego: AI plays devil's advocate at Audax Private Equity"	"Generative AI is challenging traditional investment theses, acting as a devil's advocate to sharpen decision-making, particularly when it comes to ass"	" ai "	""	"https://www.kedglobal.com/private-equity/newsView/ked202603120002"
