"#"	"Source"	"Title"	"Summary (80 words)"	"Topics"	"Date"	"URL"
"1"	"Channel NewsAsia"	"Wall Street ends lower for the day and week as chip selloff broadens"	"“It’s like the market has chip fatigue,” said Ryan Detrick, chief market strategist at Carson Group, as chip stocks faced continued pressure."	"Semiconductor"	"2026-07-17"	"https://www.channelnewsasia.com/world/us-stocks-wall-street-chip-market-6262051"
"2"	"Channel NewsAsia"	"Chip stock pullback sparks worries about AI rally strength, leveraged trades"	"Chip stock pullback sparks worries about AI rally strength, leveraged trades"	"AI, Semiconductor"	"2026-07-17"	"https://www.channelnewsasia.com/business/chip-stock-pullback-sparks-worries-about-ai-rally-strength-leveraged-trades-6261476"
"3"	"Tech in Asia"	"Alipay, StepFun form partnership for AI agent services"	"In a demo, StepFun’s Amoo agent on the StepX Neo smartphone handled a request to find a nearby electric vehicle charger and order coffee to the user’s home."	"AI"	"2026-07-17"	"https://www.techinasia.com/chinese-ai-firms-form-alliances-to-strengthen-domestic-ecosystem"
"4"	"Tech in Asia"	"China’s Eoptolink eyes $5b Hong Kong listing"	"Eoptolink is pursuing the listing as AI data center spending boosts demand for transceivers that connect graphics processing units, or GPUs, in AI clusters."	"AI"	"2026-07-17"	"https://www.techinasia.com/chinese-chip-cloud-stocks-soar-on-ai-boom"
"5"	"DigiTimes"	"Exclusive: SiPearl turns to Taiwan ODMs to bring Rhea-based servers to market"	"SiPearl has powered on and begun validating Rhea1, its first-generation server CPU designed in Europe. Its next challenge is convincing Taiwan's server manufacturers to turn the chip into systems that data centers can order and deploy."	"Semiconductor"	"2026-07-17"	"https://www.digitimes.com/news/a20260717VL217/cpu-reference-design-software-taiwan-france.html"
"6"	"DigiTimes"	"Foxlink opens first US AI demonstration factory in Texas"	"Foxlink Texas (FTI), a subsidiary of Cheng Uei Precision Industry (Foxlink), officially opened its first artificial intelligence (AI) demonstration factory at AllianceTexas in Fort Worth, Texas, on July 14, marking the group's first such facility in the US. The opening marks a key step in Foxlink's transformation from "	"AI"	"2026-07-17"	"https://www.digitimes.com/news/a20260716PD240/foxlink-texas-manufacturing-subsidiary-production.html"
"7"	"DigiTimes"	"Taiwan's 2027 tech budget rises 6.2% to NT$176.8 billion, targeting AI and space"	"Taiwan plans to increase its technology budget by 6.2% in 2027 to accelerate investment in artificial intelligence (AI), space technology and net-zero innovation. The move is also meant to strengthen long-term industrial competitiveness through closer collaboration with the private sector."	"AI"	"2026-07-17"	"https://www.digitimes.com/news/a20260716PD225/taiwan-technology-budget-2027-net-zero.html"
"8"	"EE Times Asia"	"esmo Expands Global Operations as It Marks 25 Years in Service"	"esmo strengthens its engineering and manufacturing capabilities with new facilities in Germany, China, and Taiwan to support semiconductor testing. The post esmo Expands Global Operations as It Marks 25 Years in Service appeared first on EE Times Asia ."	"Semiconductor"	"2026-07-17"	"https://www.eetasia.com/esmo-expands-global-operations-as-it-marks-25-years-in-service/"
"9"	"Tech in Asia"	"60/40: How AI is changing the founder’s playbook"	"In this episode of 60/40, serial entrepreneur Prashanth Ranganathan talks about how AI has made building a startup both easier and more complicated."	"AI"	"2026-07-17"	"https://www.techinasia.com/6040-ai-changing-founders-playbook"
"10"	"Nikkei Asia"	"Nvidia, Big Tech stocks tumble as Chinese AI model stokes competitive fears"	"Nvidia, Big Tech stocks tumble as Chinese AI model stokes competitive fears"	"AI"	""	"https://asia.nikkei.com/business/markets/equities/nvidia-big-tech-stocks-tumble-as-chinese-ai-model-stokes-competitive-fears"
"11"	"Nikkei Asia"	"Kyocera chief sees demand for chipmaking parts growing until 2030"	"Kyocera chief sees demand for chipmaking parts growing until 2030"	"Semiconductor"	""	"https://asia.nikkei.com/editor-s-picks/interview/kyocera-chief-sees-demand-for-chipmaking-parts-growing-until-2030"
"12"	"Nikkei Asia"	"Philippines denounces AI video from China state media as racist"	"Philippines denounces AI video from China state media as racist"	"AI"	""	"https://asia.nikkei.com/politics/international-relations/philippines-denounces-ai-video-from-china-state-media-as-racist"
